Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Shamil Abdurakhimov,Chase Sherman,KO (punch),-,def.,1.0,1:24,84,Heavyweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Song Yadong,Bharat Kandare,Submission (guillotine choke),-,def.,1.0,4:16,256,Featherweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Gina Mazany,Wu Yanan,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Bantamweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Rolando Dy,Wuliji Buren,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Catchweight (148 lbs)
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Cyril Asker,Hu Yaozong,Submission (rear-naked choke),-,def.,2.0,2:33,153,Heavyweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Kelvin Gastelum,Michael Bisping,KO (punch),-,def.,1.0,2:30,150,Middleweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Yan Xiaonan,Kailin Curran,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Ryan Janes,Andrew Sanchez,TKO (punches),-,def.,3.0,0:59,59,Middleweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Brett Johns,Joe Soto,Submission (calf slicer),-,def.,1.0,0:30,30,Bantamweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Gillian Robertson,Emily Whitmire,Submission (armbar),-,def.,1.0,2:12,132,Women's Flyweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Shana Dobson,Ariel Beck,TKO (punches),-,def.,2.0,2:53,173,Women's Flyweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Rachael Ostovich,Karine Gevorgyan,Submission (armbar),-,def.,1.0,1:40,100,Women's Catchweight (130 lbs)
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Montana De La Rosa,Christina Marks,Submission (armbar),-,def.,1.0,2:00,120,Women's Flyweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Nicco Montaño,Roxanne Modafferi,"Decision (unanimous) (50–45, 49–46, 49–46)",[a],def.,5.0,5:00,300,Women's Flyweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Gerald Meerschaert,Eric Spicely,TKO (body kick),-,def.,2.0,2:18,138,Middleweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Sean O'Malley,Terrion Ware,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,Lauren Murphy,Barb Honchak,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Women's Flyweight
2017-12-01,The Ultimate Fighter: A New World Champion Finale,DeAnna Bennett,Melinda Fábián,"Draw (majority) (29–27, 28–28, 28–28)",[b],vs.,3.0,5:00,300,Women's Flyweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Amanda Cooper,Angela Magaña,TKO (punches),-,def.,2.0,4:34,274,Women's Strawweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Abdul Razak Alhassan,Sabah Homasi,TKO (punches),-,def.,1.0,4:21,261,Welterweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,David Teymur,Drakkar Klose,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Lightweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Yancy Medeiros,Alex Oliveira,TKO (punches),-,def.,3.0,2:02,122,Welterweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Felice Herrig,Cortney Casey,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Paul Felder,Charles Oliveira,TKO (elbows),-,def.,2.0,4:06,246,Lightweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Justin Willis,Allen Crowder,KO (punch),-,def.,1.0,2:33,153,Heavyweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Max Holloway (c),José Aldo,TKO (punches),[a],def.,3.0,4:51,291,Featherweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Tecia Torres,Michelle Waterson,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Eddie Alvarez,Justin Gaethje,KO (knee),-,def.,3.0,3:59,239,Lightweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Dominick Reyes,Jeremy Kimball,Submission (rear-naked choke),-,def.,1.0,3:39,219,Light Heavyweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Francis Ngannou,Alistair Overeem,KO (punch),-,def.,1.0,1:42,102,Heavyweight
2017-12-02,UFC 218: Holloway vs. Aldo 2,Henry Cejudo,Sergio Pettis,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Flyweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Eryk Anders,Markus Perez Echeimberg,"Decision (unanimous) (30–26, 30–25, 29–28)",-,def.,3.0,5:00,300,Middleweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Scott Holtzman,Darrell Horcher,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Andre Soukhamthath,Luke Sanders,TKO (punches),-,def.,2.0,1:06,66,Bantamweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Alexis Davis,Liz Carmouche,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Women's Flyweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Davi Ramos,Chris Gruetzemacher,Submission (rear-naked choke),-,def.,3.0,0:50,50,Lightweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Marlon Moraes,Aljamain Sterling,KO (knee),-,def.,1.0,1:07,67,Bantamweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Alejandro Pérez,Iuri Alcântara,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Gabriel Benítez,Jason Knight,"Decision (unanimous) (30–26, 30–26, 29–27)",[a],def.,3.0,5:00,300,Featherweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Brian Ortega,Cub Swanson,Submission (guillotine choke),-,def.,2.0,3:22,202,Featherweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Benito Lopez,Albert Morales,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Trevin Giles,Antônio Braga Neto,KO (punches),-,def.,3.0,2:27,147,Middleweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Alex Perez,Carls John de Tomas,Submission (anaconda choke),-,def.,2.0,1:54,114,Bantamweight
2017-12-09,UFC Fight Night: Swanson vs. Ortega,Frankie Saenz,Merab Dvalishvili,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Jordan Mein,Erick Silva,"Decision (unanimous) (30–26, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Alessio Di Chirico,Oluwale Bamgbose,KO (knee),-,def.,2.0,2:14,134,Middleweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,John Makdessi,Abel Trujillo,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Nordine Taleb,Danny Roberts,"KO (head kick, elbow and punch)",-,def.,1.0,0:59,59,Welterweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Chad Laprise,Galore Bofando,TKO (punches),-,def.,1.0,4:10,250,Welterweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Julian Marquez,Darren Stewart,Submission (guillotine choke),-,def.,2.0,2:42,162,Middleweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Josh Emmett,Ricardo Lamas,KO (punch),-,def.,1.0,4:33,273,Catchweight (148.5 lbs)
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Rafael dos Anjos,Robbie Lawler,"Decision (unanimous) (50–45, 50–45, 50–45)",[a],def.,5.0,5:00,300,Welterweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Jan Błachowicz,Jared Cannonier,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Glover Teixeira,Misha Cirkunov,TKO (punches),-,def.,1.0,2:45,165,Light Heavyweight
2017-12-16,UFC on Fox: Lawler vs. dos Anjos,Santiago Ponzinibbio,Mike Perry,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-12-30,UFC 219: Cyborg vs. Holm,Myles Jury,Rick Glenn,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2017-12-30,UFC 219: Cyborg vs. Holm,Neil Magny,Carlos Condit,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-12-30,UFC 219: Cyborg vs. Holm,Tim Elliott,Mark De La Rosa,Submission (anaconda choke),-,def.,2.0,1:41,101,Bantamweight
2017-12-30,UFC 219: Cyborg vs. Holm,Marvin Vettori,Omari Akhmedov,"Draw (majority) (28–28, 29–28, 28–28)",-,vs.,3.0,5:00,300,Middleweight
2017-12-30,UFC 219: Cyborg vs. Holm,Michał Oleksiejczuk,Khalil Rountree,No Contest (overturned),[b],vs.,3.0,5:00,300,Light Heavyweight
2017-12-30,UFC 219: Cyborg vs. Holm,Matheus Nicolau,Louis Smolka,"Decision (unanimous) (30–26, 30–26, 30–25)",-,def.,3.0,5:00,300,Flyweight
2017-12-30,UFC 219: Cyborg vs. Holm,Dan Hooker,Marc Diakiese,Submission (guillotine choke),-,def.,3.0,0:42,42,Lightweight
2017-12-30,UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov,Edson Barboza,"Decision (unanimous) (30–25, 30–25, 30–24)",-,def.,3.0,5:00,300,Lightweight
2017-12-30,UFC 219: Cyborg vs. Holm,Carla Esparza,Cynthia Calvillo,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2017-12-30,UFC 219: Cyborg vs. Holm,Cris Cyborg (c),Holly Holm,"Decision (unanimous) (49–46, 48–47, 48–47)",[a],def.,5.0,5:00,300,Women's Featherweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Mads Burnell,Mike Santiago,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Catchweight (150 lbs)
2018-01-14,UFC Fight Night: Stephens vs. Choi,JJ Aldrich,Danielle Taylor,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Kyung Ho Kang,Guido Cannetti,Submission (triangle choke),-,def.,1.0,4:53,293,Bantamweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Polo Reyes,Matt Frevola,KO (punch),-,def.,1.0,1:00,60,Lightweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Jessica Eye,Kalindra Faria,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Women's Flyweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Darren Elkins,Michael Johnson,Submission (rear-naked choke),-,def.,2.0,2:22,142,Featherweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Jeremy Stephens,Doo Ho Choi,TKO (punches and elbows),-,def.,2.0,2:36,156,Featherweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Jessica-Rose Clark,Paige VanZant,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Flyweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Irene Aldana,Talita Bernardo,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Bantamweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,James Krause,Alex White,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-01-14,UFC Fight Night: Stephens vs. Choi,Kamaru Usman,Emil Weber Meek,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Gian Villante,Francimar Barroso,"Decision (split) (30–27, 28–29, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Dustin Ortiz,Alexandre Pantoja,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Flyweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Kyle Bochniak,Brandon Davis,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Featherweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Enrique Barzola,Matt Bessette,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Featherweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Islam Makhachev,Gleison Tibau,KO (punch),-,def.,1.0,0:57,57,Lightweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Daniel Cormier (c),Volkan Oezdemir,TKO (punches),[b],def.,2.0,2:00,120,Light Heavyweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Stipe Miocic (c),Francis Ngannou,"Decision (unanimous) (50–44, 50–44, 50–44)",[a],def.,5.0,5:00,300,Heavyweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Rob Font,Thomas Almeida,TKO (head kick and punches),-,def.,2.0,2:24,144,Bantamweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Abdul Razak Alhassan,Sabah Homasi,KO (punch),-,def.,1.0,3:47,227,Welterweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Calvin Kattar,Shane Burgos,TKO (punches),-,def.,3.0,0:32,32,Featherweight
2018-01-20,UFC 220: Miocic vs. Ngannou,Julio Arce,Dan Ige,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Featherweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Vinc Pichel,Joaquim Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Katlyn Chookagian,Mara Romero Borella,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Women's Flyweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Ji Yeon Kim,Justine Kish,"Decision (split) (29–28, 28–29, 30–27)",-,def.,3.0,5:00,300,Women's Flyweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Mirsad Bektić,Godofredo Pepey,TKO (body punch),-,def.,1.0,2:47,167,Featherweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Cory Sandhagen,Austin Arnett,TKO (punches),-,def.,2.0,3:48,228,Featherweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Niko Price,George Sullivan,Submission (rear-naked choke),-,def.,2.0,4:21,261,Welterweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Bobby Green,Erik Koch,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Andre Fili,Dennis Bermudez,"Decision (split) (29–28, 27–30, 29–28)",-,def.,3.0,5:00,300,Featherweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Ronaldo Souza,Derek Brunson,TKO (head kick and punches),-,def.,1.0,3:50,230,Middleweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Randa Markos,Juliana Lima,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Drew Dober,Frank Camacho,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Gregor Gillespie,Jordan Rinaldi,TKO (punches),-,def.,1.0,4:46,286,Lightweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Alan Patrick,Damir Hadžović,"Decision (unanimous) (30–25, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Thiago Santos,Anthony Smith,TKO (body kick and punches),-,def.,2.0,1:03,63,Middleweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Iuri Alcântara,Joe Soto,TKO (body kick and punches),-,def.,1.0,1:06,66,Bantamweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Polyana Viana,Maia Stevenson,Submission (rear-naked choke),-,def.,1.0,3:50,230,Women's Strawweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Deiveson Figueiredo,Joseph Morales,TKO (punches),-,def.,2.0,4:34,274,Flyweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Sérgio Moraes,Tim Means,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Lyoto Machida,Eryk Anders,"Decision (split) (48–47, 47–48, 49–46)",-,def.,5.0,5:00,300,Middleweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Timothy Johnson,Marcelo Golm,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Heavyweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Valentina Shevchenko,Priscila Cachoeira,Submission (rear-naked choke),-,def.,2.0,4:25,265,Women's Flyweight
2018-02-03,UFC Fight Night: Machida vs. Anders,Michel Prazeres,Desmond Green,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Catchweight (161 lbs)
2018-02-03,UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade,Marlon Vera,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2018-02-11,UFC 221: Romero vs. Rockhold,José Alberto Quiñónez,Teruto Ishihara,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2018-02-11,UFC 221: Romero vs. Rockhold,Alexander Volkanovski,Jeremy Kennedy,TKO (punches and elbows),-,def.,2.0,4:57,297,Featherweight
2018-02-11,UFC 221: Romero vs. Rockhold,Israel Adesanya,Rob Wilkinson,TKO (knees and punches),-,def.,2.0,3:37,217,Middleweight
2018-02-11,UFC 221: Romero vs. Rockhold,Jussier Formiga,Ben Nguyen,Technical Submission (rear-naked choke),-,def.,3.0,1:43,103,Flyweight
2018-02-11,UFC 221: Romero vs. Rockhold,Tai Tuivasa,Cyril Asker,TKO (punches and elbows),-,def.,1.0,2:18,138,Heavyweight
2018-02-11,UFC 221: Romero vs. Rockhold,Luke Jumeau,Daichi Abe,"Decision (unanimous) (29–28, 29–27, 28–27)",-,def.,3.0,5:00,300,Welterweight
2018-02-11,UFC 221: Romero vs. Rockhold,Dong Hyun Ma,Damien Brown,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-02-11,UFC 221: Romero vs. Rockhold,Jake Matthews,Li Jingliang,"Decision (unanimous) (29–28, 30–26, 30–26)",-,def.,3.0,5:00,300,Welterweight
2018-02-11,UFC 221: Romero vs. Rockhold,Tyson Pedro,Saparbek Safarov,Submission (kimura),-,def.,1.0,3:54,234,Light Heavyweight
2018-02-11,UFC 221: Romero vs. Rockhold,Ross Pearson,Mizuto Hirota,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-02-11,UFC 221: Romero vs. Rockhold,Yoel Romero,Luke Rockhold,KO (punches),[a],def.,3.0,1:48,108,Catchweight (187.7 lbs)
2018-02-11,UFC 221: Romero vs. Rockhold,Curtis Blaydes,Mark Hunt,"Decision (unanimous) (30–26, 30–26, 29–27)",-,def.,3.0,5:00,300,Heavyweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Oskar Piechota,Tim Williams,KO (punches),-,def.,1.0,1:54,114,Middleweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Alex Morono,Josh Burkman,Submission (guillotine choke),-,def.,1.0,2:12,132,Welterweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Lucie Pudilová,Sarah Moras,"Decision (unanimous) (29–28, 29–28, 29–27)",-,def.,3.0,5:00,300,Women's Bantamweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Roberto Sanchez,Joby Sanchez,Submission (rear-naked choke),-,def.,1.0,1:50,110,Flyweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Carlos Diego Ferreira,Jared Gordon,TKO (punches),-,def.,1.0,1:58,118,Lightweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Geoff Neal,Brian Camozzi,Submission (bulldog choke),-,def.,1.0,2:48,168,Welterweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Brandon Davis,Steven Peterson,"Decision (unanimous) (30–27, 29–28, 30–26)",-,def.,3.0,5:00,300,Featherweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Curtis Millender,Thiago Alves,KO (knee),-,def.,2.0,4:17,257,Welterweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,James Vick,Francisco Trinaldo,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Derrick Lewis,Marcin Tybura,TKO (punches),-,def.,3.0,2:48,168,Heavyweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Donald Cerrone,Yancy Medeiros,TKO (punches),-,def.,1.0,4:58,298,Welterweight
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Sage Northcutt,Thibault Gouti,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Rani Yahya,Russell Doane,Submission (arm-triangle choke),-,def.,3.0,2:32,152,Bantamweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Alan Jouban,Ben Saunders,KO (punch),-,def.,2.0,2:38,158,Welterweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Manny Bermudez,Albert Morales,Submission (guillotine choke),-,def.,2.0,2:33,153,Bantamweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Alex Perez,Eric Shelton,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Catchweight (126.5 lbs)
2018-02-24,UFC on Fox: Emmett vs. Stephens,Sam Alvey,Marcin Prachnio,KO (punch),-,def.,1.0,4:23,263,Light Heavyweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Angela Hill,Maryna Moroz,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Max Griffin,Mike Perry,"Decision (unanimous) (29–27, 29–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Ilir Latifi,Ovince Saint Preux,Technical Submission (standing guillotine choke),-,def.,1.0,3:48,228,Light Heavyweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Jéssica Andrade,Tecia Torres,"Decision (unanimous) (29–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Jeremy Stephens,Josh Emmett,KO (punches and elbows),-,def.,2.0,1:35,95,Featherweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Brian Kelleher,Renan Barão,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2018-02-24,UFC on Fox: Emmett vs. Stephens,Marion Reneau,Sara McMann,Submission (triangle choke),-,def.,2.0,3:40,220,Women's Bantamweight
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Ketlen Vieira,Cat Zingano,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Bantamweight
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Jordan Johnson,Adam Milstead,"Decision (split) (29–28, 27–30, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Mackenzie Dern,Ashley Yoder,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Zak Ottow,Mike Pyle,TKO (punches),-,def.,1.0,2:34,154,Welterweight
