Date,Event,Fighter1,Fighter2,Method,Note,Result,Round,Time,Time (secs),Weight class
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Leslie Smith,Amanda Lemos,TKO (punches and elbows),-,def.,2.0,2:53,173,Women's Bantamweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Danny Henry,Daniel Teymur,"Decision (unanimous) (29–28, 29–28, 29–26)",-,def.,3.0,5:00,300,Lightweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Galore Bofando,Charlie Ward,KO (slam and punches),-,def.,1.0,2:10,130,Welterweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Cynthia Calvillo,Joanne Calderwood,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Catchweight (118 lbs)
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Jack Marshman,Ryan Janes,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Paul Felder,Stevie Ray,KO (elbows),-,def.,1.0,3:57,237,Lightweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Santiago Ponzinibbio,Gunnar Nelson,KO (punches),-,def.,1.0,1:22,82,Welterweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Khalil Rountree,Paul Craig,KO (punches),-,def.,1.0,4:56,296,Light Heavyweight
2017-07-16,UFC Fight Night: Nelson vs. Ponzinibbio,Justin Willis,James Mulheron,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Jeremy Kennedy,Kyle Bochniak,"Decision (unanimous) (30–27, 30–27, 29–28)",-,def.,3.0,5:00,300,Featherweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Chase Sherman,Damian Grabowski,"Decision (unanimous) (30–26, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Alex Oliveira,Ryan LaFlare,KO (punch),-,def.,2.0,1:50,110,Welterweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Shane Burgos,Godofredo Pepey,"Decision (unanimous) (30–26, 30–26, 29–28)",-,def.,3.0,5:00,300,Featherweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Marlon Vera,Brian Kelleher,Submission (armbar),-,def.,1.0,2:18,138,Bantamweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Eryk Anders,Rafael Natal,KO (punches),-,def.,1.0,2:54,174,Middleweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Chris Wade,Frankie Perez,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Jimmie Rivera,Thomas Almeida,"Decision (unanimous) (29–28, 30–26, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Patrick Cummins,Gian Villante,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Darren Elkins,Dennis Bermudez,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Featherweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Chris Weidman,Kelvin Gastelum,Submission (arm-triangle choke),-,def.,3.0,3:45,225,Middleweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Júnior Albini,Timothy Johnson,TKO (punches),-,def.,1.0,2:51,171,Heavyweight
2017-07-22,UFC on Fox: Weidman vs. Gastelum,Elizeu Zaleski dos Santos,Lyman Good,"Decision (split) (30–27, 28–29, 30–27)",-,def.,3.0,5:00,300,Welterweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Ricardo Lamas,Jason Knight,TKO (punches),-,def.,1.0,4:34,274,Featherweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Jarred Brooks,Eric Shelton,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Flyweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Aleksandra Albu,Kailin Curran,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Calvin Kattar,Andre Fili,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Brian Ortega,Renato Moicano,Submission (guillotine choke),-,def.,3.0,2:59,179,Featherweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Drew Dober,Josh Burkman,KO (punch),-,def.,1.0,3:04,184,Lightweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Aljamain Sterling,Renan Barão,"Decision (unanimous) (29–28, 29–27, 30–26)",-,def.,3.0,5:00,300,Catchweight (140 lbs)
2017-07-29,UFC 214: Cormier vs. Jones 2,Volkan Oezdemir,Jimi Manuwa,KO (punches),-,def.,1.0,0:42,42,Light Heavyweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Robbie Lawler,Donald Cerrone,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Cris Cyborg,Tonya Evinger,TKO (knees),[c],def.,3.0,1:56,116,Women's Featherweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Tyron Woodley (c),Demian Maia,"Decision (unanimous) (50–45, 49–46, 49–46)",[b],def.,5.0,5:00,300,Welterweight
2017-07-29,UFC 214: Cormier vs. Jones 2,Daniel Cormier (c),Jon Jones,No Contest (overturned by CSAC),[a],vs.,3.0,3:01,181,Light Heavyweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Dustin Ortiz,Hector Sandoval,KO (punches),-,def.,1.0,0:15,15,Flyweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Jack Hermansson,Brad Scott,TKO (punches),-,def.,1.0,3:50,230,Middleweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Jordan Rinaldi,Álvaro Herrera,Submission (Von Flue choke),-,def.,1.0,2:01,121,Lightweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Joseph Morales,Roberto Sanchez,Submission (rear-naked choke),-,def.,1.0,3:56,236,Flyweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,José Alberto Quiñónez,Diego Rivas,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Rani Yahya,Henry Briones,Submission (kimura),-,def.,1.0,2:01,121,Bantamweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Alejandro Pérez,Andre Soukhamthath,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Sam Alvey,Rashad Evans,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Middleweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Humberto Bandenay,Martín Bravo,KO (knee),-,def,1.0,0:26,26,Featherweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Niko Price,Alan Jouban,TKO (punches),-,def,1.0,1:44,104,Welterweight
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Alexa Grasso,Randa Markos,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Catchweight (119 lbs)
2017-08-05,UFC Fight Night: Pettis vs. Moreno,Sergio Pettis,Brandon Moreno,"Decision (unanimous) (49–46, 48–46, 48–46)",-,def.,5.0,5:00,300,Flyweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Aleksandar Rakić,Francimar Barroso,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Rustam Khabilov,Desmond Green,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Mairbek Taisumov,Felipe Silva,KO (punch),-,def.,1.0,1:24,84,Lightweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Abdul-Kerim Edilov,Bojan Mihajlović,TKO (punches),-,def.,2.0,2:32,152,Light Heavyweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Thibault Gouti,Andrew Holbrook,TKO (punches),-,def.,1.0,4:28,268,Lightweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Michel Prazeres,Mads Burnell,Submission (north-south choke),-,def.,3.0,1:26,86,Catchweight (159 lbs)
2017-09-02,UFC Fight Night: Volkov vs. Struve,Zabit Magomedsharipov,Mike Santiago,Submission (rear-naked choke),-,def.,2.0,4:22,262,Featherweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Darren Till,Bojan Veličković,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Siyar Bahadurzada,Rob Wilkinson,TKO (punches),-,def.,2.0,3:10,190,Middleweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Alexander Volkov,Stefan Struve,TKO (punches),-,def.,3.0,3:30,210,Heavyweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Leon Edwards,Bryan Barberena,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-09-02,UFC Fight Night: Volkov vs. Struve,Marion Reneau,Talita Bernardo,TKO (punches),-,def.,3.0,4:54,294,Women's Bantamweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Alex White,Mitch Clarke,TKO (punches),-,def.,2.0,4:36,276,Lightweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Henry Cejudo,Wilson Reis,TKO (punches),-,def.,2.0,0:25,25,Flyweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Arjan Bhullar,Luis Henrique,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Heavyweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Kajan Johnson,Adriano Martins,KO (punch),-,def.,3.0,0:49,49,Lightweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Rick Glenn,Gavin Tucker,"Decision (unanimous) (30–25, 30–24, 29–27)",-,def.,3.0,5:00,300,Featherweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Rafael dos Anjos,Neil Magny,Submission (arm-triangle choke),-,def.,1.0,3:43,223,Welterweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Ilir Latifi,Tyson Pedro,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Light Heavyweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Jeremy Stephens,Gilbert Melendez,"Decision (unanimous) (30–26, 30–26, 30–25)",-,def.,3.0,5:00,300,Featherweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Ketlen Vieira,Sara McMann,Submission (arm-triangle choke),-,def.,2.0,4:16,256,Women's Bantamweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Amanda Nunes (c),Valentina Shevchenko,"Decision (split) (47–48, 48–47, 48–47)",[a],def.,5.0,5:00,300,Women's Bantamweight
2017-09-09,UFC 215: Nunes vs. Shevchenko 2,Sarah Moras,Ashlee Evans-Smith,Submission (armbar),-,def.,1.0,2:51,171,Women's Bantamweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Luke Rockhold,David Branch,Submission (punches),-,def.,2.0,4:04,244,Middleweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Mike Perry,Alex Reyes,KO (knee),-,def.,1.0,1:19,79,Welterweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Anthony Smith,Hector Lombard,TKO (punches),-,def.,3.0,2:33,153,Middleweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Gregor Gillespie,Jason Gonzalez,Submission (arm-triangle choke),-,def.,2.0,2:11,131,Lightweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Uriah Hall,Krzysztof Jotko,KO (punches),-,def.,2.0,2:25,145,Middleweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Gilbert Burns,Jason Saggo,KO (punch),-,def.,2.0,4:55,295,Lightweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Kamaru Usman,Sérgio Moraes,KO (punch),-,def.,1.0,2:48,168,Welterweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Justin Ledet,Zu Anyanwu,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Heavyweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Olivier Aubin-Mercier,Tony Martin,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2017-09-16,UFC Fight Night: Rockhold vs. Branch,Daniel Spitz,Anthony Hamilton,TKO (punches),-,def.,1.0,0:24,24,Heavyweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Keita Nakamura,Alex Morono,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Daichi Abe,Hyun Gyu Lim,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Jussier Formiga,Ulka Sasaki,Submission (rear-naked choke),-,def.,1.0,4:30,270,Flyweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Syuri Kondo,Chan-Mi Jeon,"Decision (split) (28–29, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Shinsho Anzai,Luke Jumeau,"Decision (unanimous) (29–28, 29–28, 30–27)",-,def.,3.0,5:00,300,Welterweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Jéssica Andrade,Cláudia Gadelha,"Decision (unanimous) (30–25, 30–26, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Ovince Saint Preux,Yushin Okami,Technical Submission (Von Flue choke),-,def.,1.0,1:50,110,Light Heavyweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Dong Hyun Ma,Takanori Gomi,TKO (punches),-,def.,1.0,1:30,90,Lightweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Teruto Ishihara,Rolando Dy,"Decision (unanimous) (28–27, 28–27, 29–27)",[a],def.,3.0,5:00,300,Featherweight
2017-09-23,UFC Fight Night: Saint Preux vs. Okami,Gökhan Saki,Henrique da Silva,KO (punch),-,def.,1.0,4:45,285,Light Heavyweight
2017-10-07,UFC 216: Ferguson vs. Lee,Lando Vannata,Bobby Green,"Draw (split) (29–27, 27–29, 28–28)",[c],vs.,3.0,5:00,300,Lightweight
2017-10-07,UFC 216: Ferguson vs. Lee,Brad Tavares,Thales Leites,"Decision (unanimous) (30–27, 30–26, 30–26)",-,def.,3.0,5:00,300,Middleweight
2017-10-07,UFC 216: Ferguson vs. Lee,John Moraga,Magomed Bibulatov,KO (punch),-,def.,1.0,1:38,98,Flyweight
2017-10-07,UFC 216: Ferguson vs. Lee,Matt Schnell,Marco Beltrán,"Decision (unanimous) (30–27, 29–28, 30–27)",-,def.,3.0,5:00,300,Flyweight
2017-10-07,UFC 216: Ferguson vs. Lee,Poliana Botelho,Pearl Gonzalez,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2017-10-07,UFC 216: Ferguson vs. Lee,Cody Stamann,Tom Duquesnoy,"Decision (split) (29–28, 28–29, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2017-10-07,UFC 216: Ferguson vs. Lee,Demetrious Johnson (c),Ray Borg,Submission (armbar),[b],def.,5.0,3:15,195,Flyweight
2017-10-07,UFC 216: Ferguson vs. Lee,Tony Ferguson,Kevin Lee,Submission (triangle choke),[a],def.,3.0,4:02,242,Lightweight
2017-10-07,UFC 216: Ferguson vs. Lee,Fabrício Werdum,Walt Harris,Submission (armbar),-,def.,1.0,1:05,65,Heavyweight
2017-10-07,UFC 216: Ferguson vs. Lee,Beneil Dariush,Evan Dunham,"Draw (majority) (29–28, 28–28, 28–28)",-,vs.,3.0,5:00,300,Lightweight
2017-10-07,UFC 216: Ferguson vs. Lee,Mara Romero Borella,Kalindra Faria,Submission (rear-naked choke),-,def.,1.0,2:54,174,Women's Flyweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Warlley Alves,Salim Touahri,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Ramazan Emeev,Sam Alvey,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Catchweight (189 lbs)
2017-10-21,UFC Fight Night: Cowboy vs. Till,Josh Emmett,Felipe Arantes,"Decision (unanimous) (30–26, 30–26, 30–25)",-,def.,3.0,5:00,300,Featherweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Brian Kelleher,Damian Stasiak,TKO (punches),-,def.,3.0,3:39,219,Bantamweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Marcin Held,Nasrat Haqparast,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Aspen Ladd,Lina Länsberg,TKO (punches),-,def.,2.0,2:33,153,Women's Bantamweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Jan Błachowicz,Devin Clark,Submission (rear-naked choke),-,def.,2.0,3:02,182,Light Heavyweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Karolina Kowalkiewicz,Jodie Esquibel,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Women's Strawweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Andre Fili,Artem Lobov,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Featherweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Darren Till,Donald Cerrone,TKO (punches),-,def.,1.0,4:20,260,Welterweight
2017-10-21,UFC Fight Night: Cowboy vs. Till,Oskar Piechota,Jonathan Wilson,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Middleweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,John Lineker,Marlon Vera,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Bantamweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Deiveson Figueiredo,Jarred Brooks,"Decision (split) (27–30, 29–28, 29–28)",-,def.,3.0,5:00,300,Flyweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Elizeu Zaleski dos Santos,Max Griffin,"Decision (unanimous) (29–28, 29–27, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Jared Gordon,Hacran Dias,"Decision (unanimous) (29–26, 29–27, 30–26)",-,def.,3.0,5:00,300,Lightweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Antônio Carlos Júnior,Jack Marshman,Submission (rear-naked choke),-,def.,1.0,4:30,270,Middleweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Vicente Luque,Niko Price,Submission (D'arce choke),-,def.,2.0,4:08,248,Welterweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Marcelo Golm,Christian Colombo,Submission (rear-naked choke),-,def.,1.0,2:08,128,Heavyweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Thiago Santos,Jack Hermansson,TKO (jumping body kick and punches),-,def.,1.0,4:59,299,Middleweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Francisco Trinaldo,Jim Miller,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Lightweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Pedro Munhoz,Rob Font,Submission (guillotine choke),-,def.,1.0,4:03,243,Bantamweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Colby Covington,Demian Maia,"Decision (unanimous) (29–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Welterweight
2017-10-28,UFC Fight Night: Brunson vs. Machida,Derek Brunson,Lyoto Machida,KO (punches),-,def.,1.0,2:30,150,Middleweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Mark Godbeer,Walt Harris,DQ (illegal head kick),[d],def.,1.0,4:29,269,Heavyweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Ricardo Ramos,Aiemann Zahabi,KO (spinning back elbow),-,def.,3.0,1:58,118,Bantamweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,James Vick,Joseph Duffy,TKO (punches),-,def.,2.0,4:59,299,Lightweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Curtis Blaydes,Aleksei Oleinik,TKO (doctor stoppage),[e],def.,2.0,1:56,116,Heavyweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Paulo Costa,Johny Hendricks,TKO (punches),-,def.,2.0,1:23,83,Middleweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Randy Brown,Mickey Gall,"Decision (unanimous) (29–28, 29–28, 29–27)",-,def.,3.0,5:00,300,Welterweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Rose Namajunas,Joanna Jędrzejczyk (c),TKO (punches),[c],def.,1.0,3:03,183,Women's Strawweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,T.J. Dillashaw,Cody Garbrandt (c),TKO (punches),[b],def.,2.0,2:41,161,Bantamweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Stephen Thompson,Jorge Masvidal,"Decision (unanimous) (30–26, 30–27, 30–27)",-,def.,3.0,5:00,300,Welterweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Georges St-Pierre,Michael Bisping (c),Technical Submission (rear-naked choke),[a],def.,3.0,4:23,263,Middleweight
2017-11-04,UFC 217: Bisping vs. St-Pierre,Ovince Saint Preux,Corey Anderson,KO (head kick),-,def.,3.0,1:25,85,Light Heavyweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Raphael Assunção,Matthew Lopez,KO (punch),-,def.,3.0,1:50,110,Catchweight (138.5 lbs)
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Sage Northcutt,Michel Quiñones,"Decision (unanimous) (30–27, 30–27, 30–27)",-,def.,3.0,5:00,300,Lightweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Jake Collier,Marcel Fortuna,"Decision (unanimous) (30–27, 29–28, 29–28)",-,def.,3.0,5:00,300,Light Heavyweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Marlon Moraes,John Dodson,"Decision (split) (30–27, 27–30, 30–27)",-,def.,3.0,5:00,300,Bantamweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Karl Roberson,Darren Stewart,Submission (rear-naked choke),-,def.,1.0,3:41,221,Middleweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Sean Strickland,Court McGee,"Decision (unanimous) (30–27, 29–28, 29–28)",[a],def.,3.0,5:00,300,Welterweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Nina Ansaroff,Angela Hill,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Women's Strawweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Andrei Arlovski,Júnior Albini,"Decision (unanimous) (29–28, 30–27, 30–27)",-,def.,3.0,5:00,300,Heavyweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Matt Brown,Diego Sanchez,KO (elbow),-,def.,1.0,3:44,224,Welterweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Dustin Poirier,Anthony Pettis,Submission (body triangle),-,def.,3.0,2:08,128,Lightweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Clay Guida,Joe Lauzon,TKO (punches and elbows),-,def.,1.0,1:07,67,Lightweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Tatiana Suarez,Viviane Pereira,"Decision (unanimous) (30–27, 30–27, 30–26)",-,def.,3.0,5:00,300,Women's Strawweight
2017-11-11,UFC Fight Night: Poirier vs. Pettis,Cezar Ferreira,Nate Marquardt,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Middleweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Nadia Kassem,Alex Chambers,"Decision (unanimous) (29–28, 29–27, 29–27)",-,def.,3.0,5:00,300,Catchweight (120 lbs)
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Adam Wieczorek,Anthony Hamilton,"Decision (unanimous) (29–28, 29–28, 29–28)",-,def.,3.0,5:00,300,Heavyweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Tai Tuivasa,Rashad Coulter,KO (flying knee),-,def.,1.0,4:35,275,Heavyweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Fabrício Werdum,Marcin Tybura,"Decision (unanimous) (50–45, 50–45, 49–46)",-,def.,5.0,5:00,300,Heavyweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Frank Camacho,Damien Brown,"Decision (split) (28–29, 30–27, 29–28)",-,def.,3.0,5:00,300,Catchweight (160 lbs)
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Ryan Benoit,Ashkan Mokhtarian,KO (head kick),-,def.,3.0,2:38,158,Catchweight (129 lbs)
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Elias Theodorou,Dan Kelly,"Decision (unanimous) (30–28, 30–27, 30–26)",-,def.,3.0,5:00,300,Middleweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Belal Muhammad,Tim Means,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Jessica-Rose Clark,Bec Rawlings,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Catchweight (128 lbs)
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Nik Lentz,Will Brooks,Submission (guillotine choke),-,def.,2.0,2:05,125,Lightweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Alexander Volkanovski,Shane Young,"Decision (unanimous) (30–27, 30–26, 30–26)",-,def.,3.0,5:00,300,Catchweight (150 lbs)
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Jake Matthews,Bojan Veličković,"Decision (split) (28–29, 29–28, 29–28)",-,def.,3.0,5:00,300,Welterweight
2017-11-19,UFC Fight Night: Werdum vs. Tybura,Eric Shelton,Jenel Lausa,"Decision (unanimous) (30–27. 30–26, 30–25)",-,def.,3.0,5:00,300,Flyweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Li Jingliang,Zak Ottow,TKO (punches),-,def.,1.0,2:57,177,Welterweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Wang Guan,Alex Caceres,"Decision (split) (29–28, 28–29, 29–28)",-,def.,3.0,5:00,300,Featherweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Alex Garcia,Muslim Salikhov,Submission (rear-naked choke),-,def.,2.0,3:22,202,Welterweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Zabit Magomedsharipov,Sheymon Moraes,Submission (anaconda choke),-,def.,3.0,4:30,270,Featherweight
2017-11-25,UFC Fight Night: Bisping vs. Gastelum,Song Kenan,Bobby Nash,TKO (punches),-,def.,1.0,0:15,15,Welterweight
