BODY_1,BODY_2,CLINCH_1,CLINCH_2,DISTANCE_1,DISTANCE_2,Date,Event,Fighter_1,Fighter_2,GROUND_1,GROUND_2,HEAD_1,HEAD_2,KD_1,KD_2,LEG_1,LEG_2,METHOD,PASS_1,PASS_2,REFEREE,REV_1,REV_2,ROUND,SIG_STR_1,SIG_STR_2,SUB_ATT_1,SUB_ATT_2,TD_1,TD_2,TIME,TIME_FORMAT,TOTAL_STR_1,TOTAL_STR_2,pSIG_STR_1,pSIG_STR_2,pTD_1,pTD_2
5 of 5,3 of 3,3 of 3,2 of 4,43 of 166,50 of 118,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Nico Musoke,Bojan Velickovic,3 of 4,1 of 1,41 of 164,37 of 104,,,3 of 4,13 of 16,KO/TKO,,,Kevin Sataki,,,3,49 of 173,53 of 123,,,1 of 5,1 of 4,4:37,3 Rnd (5-5-5),69 of 195,107 of 179,28%,43%,20%,25%
2 of 2,5 of 5,1 of 1,11 of 15,19 of 55,13 of 92,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Darren Till,Jessin Ayari,11 of 13,4 of 5,27 of 65,21 of 105,,,2 of 2,2 of 2,Decision - Unanimous,,,Neil Hall,,,3,31 of 69,28 of 112,,,2 of 3,0 of 5,5:00,3 Rnd (5-5-5),33 of 72,41 of 127,44%,25%,66%,0%
1 of 1,2 of 2,6 of 8,1 of 1,13 of 42,12 of 28,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Marcin Held,Damir Hadzovic,12 of 16,1 of 1,30 of 65,12 of 28,,,0 of 0,0 of 0,KO/TKO,,,Bobby Rehman,,,3,31 of 66,14 of 30,,,4 of 4,0 of 1,0:07,3 Rnd (5-5-5),62 of 103,19 of 35,46%,46%,100%,0%
11 of 24,7 of 19,10 of 18,1 of 3,53 of 130,43 of 148,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Pedro Munhoz,Damian Stasiak,2 of 3,0 of 0,39 of 107,35 of 130,,,15 of 20,2 of 2,Decision - Unanimous,,,Neil Hall,,,3,65 of 151,44 of 151,,,3 of 10,2 of 6,5:00,3 Rnd (5-5-5),72 of 158,44 of 151,43%,29%,30%,33%
13 of 19,16 of 21,2 of 2,2 of 3,53 of 111,61 of 149,2017-06-03,UFC 212: Aldo vs. Holloway,Jose Aldo,Max Holloway,0 of 0,41 of 55,41 of 93,87 of 185,,,1 of 1,1 of 1,KO/TKO,,,John McCarthy,,,3,55 of 113,104 of 207,,,0 of 0,0 of 0,4:13,5 Rnd (5-5-5-5-5),56 of 115,128 of 234,48%,50%,0%,0%
2 of 3,0 of 1,2 of 2,0 of 1,6 of 26,9 of 36,2017-06-03,UFC 212: Aldo vs. Holloway,Claudia Gadelha,Karolina Kowalkiewicz,0 of 0,0 of 0,6 of 24,6 of 33,,,0 of 1,3 of 3,Submission,,,Mario Yamasaki,,,1,8 of 28,9 of 37,,,1 of 2,0 of 0,3:03,3 Rnd (5-5-5),8 of 28,12 of 40,28%,24%,50%,0%
6 of 8,16 of 18,11 of 19,5 of 5,25 of 58,52 of 108,2017-06-03,UFC 212: Aldo vs. Holloway,Vitor Belfort,Nate Marquardt,1 of 1,0 of 0,30 of 69,21 of 74,,,1 of 1,20 of 21,Decision - Unanimous,,,Osiris Maia,,,3,37 of 78,57 of 113,,,0 of 0,1 of 2,5:00,3 Rnd (5-5-5),38 of 80,68 of 124,47%,50%,0%,50%
18 of 22,16 of 23,15 of 24,14 of 16,15 of 35,19 of 46,2017-06-03,UFC 212: Aldo vs. Holloway,Paulo Costa,Oluwale Bamgbose,13 of 21,0 of 0,24 of 57,12 of 34,,,1 of 1,5 of 5,KO/TKO,,,John McCarthy,,,2,43 of 80,33 of 62,,,0 of 1,2 of 5,1:06,3 Rnd (5-5-5),50 of 88,40 of 69,53%,53%,0%,40%
10 of 16,5 of 9,1 of 1,1 of 4,28 of 55,27 of 82,2017-06-03,UFC 212: Aldo vs. Holloway,Erick Silva,Yancy Medeiros,0 of 0,5 of 8,12 of 33,26 of 82,,,7 of 7,2 of 3,KO/TKO,,,Eduardo Herdy,,,2,29 of 56,33 of 94,,,0 of 1,0 of 0,2:01,3 Rnd (5-5-5),29 of 56,34 of 96,51%,35%,0%,0%
4 of 13,14 of 20,1 of 2,0 of 1,42 of 132,44 of 149,2017-06-03,UFC 212: Aldo vs. Holloway,Raphael Assuncao,Marlon Moraes,0 of 0,0 of 0,21 of 95,15 of 113,,,18 of 26,15 of 17,Decision - Split,,,Osiris Maia,,,3,43 of 134,44 of 150,,,0 of 1,0 of 2,5:00,3 Rnd (5-5-5),43 of 134,44 of 150,32%,29%,0%,0%
0 of 1,0 of 0,0 of 0,0 of 0,16 of 30,4 of 12,2017-06-03,UFC 212: Aldo vs. Holloway,Johnny Eduardo,Matthew Lopez,0 of 0,39 of 45,11 of 23,43 of 57,,,5 of 6,0 of 0,KO/TKO,,,Mario Yamasaki,,,1,16 of 30,43 of 57,,,0 of 0,1 of 1,2:57,3 Rnd (5-5-5),16 of 30,59 of 73,53%,75%,0%,100%
4 of 6,2 of 4,2 of 2,0 of 1,10 of 26,4 of 14,2017-06-03,UFC 212: Aldo vs. Holloway,Iuri Alcantara,Brian Kelleher,0 of 0,0 of 0,8 of 21,1 of 8,,,0 of 1,1 of 3,Submission,,,Eduardo Herdy,,,1,12 of 28,4 of 15,,,1 of 1,0 of 0,1:48,3 Rnd (5-5-5),12 of 29,4 of 15,42%,26%,100%,0%
10 of 20,28 of 34,6 of 10,13 of 16,71 of 190,64 of 136,2017-06-03,UFC 212: Aldo vs. Holloway,Viviane Pereira,Jamie Moyle,3 of 8,3 of 4,66 of 183,36 of 103,,,4 of 5,16 of 19,Decision - Unanimous,,,Mario Yamasaki,,,3,80 of 208,80 of 156,,,0 of 0,0 of 1,5:00,3 Rnd (5-5-5),101 of 232,85 of 161,38%,51%,0%,0%
4 of 8,7 of 13,4 of 5,1 of 1,88 of 149,31 of 159,2017-06-03,UFC 212: Aldo vs. Holloway,Luan Chagas,Jimmy Wallhead,3 of 3,0 of 0,72 of 128,24 of 146,,,19 of 21,1 of 1,Submission,,,Eduardo Herdy,,,2,95 of 157,32 of 160,,,0 of 2,0 of 2,4:48,3 Rnd (5-5-5),95 of 157,33 of 161,60%,20%,0%,0%
0 of 2,6 of 8,0 of 0,1 of 1,9 of 24,8 of 12,2017-06-03,UFC 212: Aldo vs. Holloway,Marco Beltran,Deiveson Figueiredo,7 of 16,8 of 13,11 of 33,10 of 17,,,5 of 5,1 of 1,KO/TKO,,,Osiris Maia,,,2,16 of 40,17 of 26,,,0 of 0,2 of 3,5:00,3 Rnd (5-5-5),19 of 43,21 of 31,40%,65%,0%,66%
2 of 3,0 of 0,0 of 1,0 of 0,1 of 7,1 of 6,2017-06-03,UFC 212: Aldo vs. Holloway,Antonio Carlos Junior,Eric Spicely,11 of 15,16 of 20,9 of 19,17 of 26,,,1 of 1,0 of 0,Submission,,,John McCarthy,,,2,12 of 23,17 of 26,,,1 of 1,1 of 2,3:49,3 Rnd (5-5-5),37 of 56,39 of 49,52%,65%,100%,50%
14 of 19,12 of 24,1 of 5,7 of 7,50 of 134,52 of 118,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Derrick Lewis,Mark Hunt,0 of 0,0 of 0,34 of 112,37 of 91,,,3 of 8,10 of 10,KO/TKO,,,Marc Goddard,,,4,51 of 139,59 of 125,,,0 of 3,0 of 0,3:51,5 Rnd (5-5-5-5-5),52 of 140,59 of 125,36%,47%,0%,0%
0 of 0,0 of 0,0 of 0,0 of 0,4 of 13,1 of 4,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Derek Brunson,Daniel Kelly,4 of 4,0 of 0,6 of 13,0 of 3,,,2 of 4,1 of 1,KO/TKO,,,John Sharp,,,1,8 of 17,1 of 4,,,0 of 0,0 of 0,1:16,3 Rnd (5-5-5),8 of 17,1 of 4,47%,25%,0%,0%
6 of 8,13 of 18,0 of 0,2 of 2,68 of 140,36 of 86,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Dan Hooker,Ross Pearson,1 of 1,0 of 0,40 of 108,15 of 59,,,23 of 25,10 of 11,KO/TKO,,,Neil Swailes,,,2,69 of 141,38 of 88,,,0 of 1,0 of 0,3:02,3 Rnd (5-5-5),74 of 146,38 of 88,48%,43%,0%,0%
0 of 0,0 of 0,0 of 0,1 of 1,1 of 4,2 of 6,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Tim Elliott,Ben Nguyen,0 of 0,0 of 0,0 of 2,3 of 7,,,1 of 2,0 of 0,Submission,,,Marc Goddard,,,1,1 of 4,3 of 7,,,0 of 2,1 of 1,0:49,3 Rnd (5-5-5),1 of 4,8 of 12,25%,42%,0%,100%
0 of 0,0 of 0,0 of 0,0 of 0,4 of 6,1 of 2,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Ion Cutelaba,Henrique da Silva,11 of 12,0 of 0,15 of 18,1 of 2,,,0 of 0,0 of 0,KO/TKO,,,Mark Craig,,,1,15 of 18,1 of 2,,,0 of 0,0 of 0,0:22,3 Rnd (5-5-5),15 of 18,1 of 2,83%,50%,0%,0%
9 of 11,15 of 21,9 of 14,12 of 16,31 of 69,23 of 57,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Luke Jumeau,Dominique Steele,0 of 0,9 of 10,27 of 66,25 of 56,,,4 of 6,4 of 6,Decision - Unanimous,,,Neil Swailes,,,3,40 of 83,44 of 83,,,0 of 0,1 of 11,5:00,3 Rnd (5-5-5),59 of 103,63 of 103,48%,53%,0%,9%
9 of 13,2 of 5,18 of 20,2 of 5,46 of 93,42 of 142,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Alexander Volkanovski,Mizuto Hirota,23 of 26,2 of 2,55 of 97,39 of 139,,,23 of 29,5 of 5,Decision - Unanimous,,,John Sharp,,,3,87 of 139,46 of 149,,,4 of 7,0 of 5,5:00,3 Rnd (5-5-5),93 of 145,51 of 155,62%,30%,57%,0%
7 of 13,15 of 30,7 of 9,2 of 4,91 of 236,88 of 244,2017-06-10,UFC Fight Night: Lewis vs. Hunt,JJ Aldrich,Chanmi Jeon,0 of 0,2 of 2,71 of 209,47 of 183,,,20 of 23,30 of 37,Decision - Unanimous,,,Neil Swailes,,,3,98 of 245,92 of 250,,,0 of 0,0 of 0,5:00,3 Rnd (5-5-5),98 of 245,93 of 252,40%,36%,0%,0%
1 of 1,4 of 4,3 of 3,2 of 2,18 of 53,14 of 31,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Damien Brown,Vinc Pichel,0 of 0,3 of 5,16 of 51,13 of 29,,,4 of 4,2 of 5,KO/TKO,,,Mark Craig,,,1,21 of 56,19 of 38,,,0 of 0,0 of 0,3:37,3 Rnd (5-5-5),21 of 56,19 of 38,37%,50%,0%,0%
7 of 11,2 of 2,5 of 9,0 of 0,15 of 34,10 of 21,2017-06-10,UFC Fight Night: Lewis vs. Hunt,John Moraga,Ashkan Mokhtarian,36 of 44,2 of 2,46 of 73,2 of 11,,,3 of 3,8 of 10,Decision - Unanimous,,,Marc Goddard,,,3,56 of 87,12 of 23,,,2 of 2,1 of 3,5:00,3 Rnd (5-5-5),73 of 107,15 of 29,64%,52%,100%,33%
2 of 2,7 of 13,3 of 3,2 of 3,17 of 38,32 of 70,2017-06-10,UFC Fight Night: Lewis vs. Hunt,Kiichi Kunimoto,Zak Ottow,5 of 6,3 of 3,11 of 28,20 of 53,,,12 of 17,10 of 10,Decision - Split,,,John Sharp,,,3,25 of 47,37 of 76,,,2 of 5,2 of 3,5:00,3 Rnd (5-5-5),84 of 116,98 of 145,53%,48%,40%,66%
9 of 14,6 of 14,7 of 14,9 of 12,53 of 144,44 of 157,2017-06-17,UFC Fight Night: Holm vs. Correia,Ji Yeon Kim,Lucie Pudilova,0 of 4,0 of 0,42 of 139,42 of 146,,,9 of 9,5 of 9,Decision - Unanimous,,,Greg Kleynjans,,,3,60 of 162,53 of 169,,,0 of 1,0 of 0,5:00,3 Rnd (5-5-5),65 of 168,69 of 193,37%,31%,0%,0%
8 of 12,6 of 9,1 of 1,0 of 0,23 of 50,15 of 65,2017-06-17,UFC Fight Night: Holm vs. Correia,Holly Holm,Bethe Correia,1 of 2,0 of 0,10 of 33,4 of 44,,,7 of 8,5 of 12,KO/TKO,,,Marc Goddard,,,3,25 of 53,15 of 65,,,0 of 0,0 of 0,1:09,5 Rnd (5-5-5-5-5),25 of 54,21 of 71,47%,23%,0%,0%
7 of 10,3 of 7,10 of 14,4 of 5,17 of 40,5 of 22,2017-06-17,UFC Fight Night: Holm vs. Correia,Andrei Arlovski,Marcin Tybura,1 of 2,42 of 65,18 of 42,46 of 83,,,3 of 4,2 of 2,Decision - Unanimous,,,John Sharp,,,3,28 of 56,51 of 92,,,0 of 2,2 of 3,5:00,3 Rnd (5-5-5),41 of 74,127 of 188,50%,55%,0%,66%
14 of 15,37 of 49,16 of 20,20 of 26,44 of 119,56 of 125,2017-06-17,UFC Fight Night: Holm vs. Correia,Tarec Saffiedine,Rafael Dos Anjos,0 of 0,5 of 7,34 of 112,35 of 99,,,12 of 12,9 of 10,Decision - Unanimous,,,Greg Kleynjans,,,3,60 of 139,81 of 158,,,1 of 1,1 of 5,5:00,3 Rnd (5-5-5),71 of 151,91 of 169,43%,51%,100%,20%
0 of 1,1 of 1,0 of 0,1 of 2,0 of 5,3 of 7,2017-06-17,UFC Fight Night: Holm vs. Correia,Takanori Gomi,Jon Tuck,0 of 0,3 of 4,0 of 4,6 of 12,,,0 of 0,0 of 0,Submission,,,Marc Goddard,,,1,0 of 5,7 of 13,,,0 of 0,0 of 0,1:12,3 Rnd (5-5-5),0 of 5,7 of 13,0%,53%,0%,0%
2 of 2,12 of 23,2 of 2,18 of 34,15 of 50,27 of 69,2017-06-17,UFC Fight Night: Holm vs. Correia,Dong Hyun Kim,Colby Covington,2 of 2,2 of 2,16 of 50,18 of 59,,,1 of 2,17 of 23,Decision - Unanimous,,,Steve Perceval,,,3,19 of 54,47 of 105,,,2 of 4,8 of 15,5:00,3 Rnd (5-5-5),64 of 102,92 of 154,35%,44%,50%,53%
10 of 14,5 of 12,5 of 11,1 of 5,42 of 76,19 of 60,2017-06-17,UFC Fight Night: Holm vs. Correia,Alex Caceres,Rolando Dy,4 of 6,0 of 0,38 of 75,9 of 44,,,3 of 4,6 of 9,TKO - Doctor's Stoppage,,,Neil Swailes,,,2,51 of 93,20 of 65,,,0 of 0,1 of 4,5:00,3 Rnd (5-5-5),56 of 99,21 of 66,54%,30%,0%,25%
5 of 7,3 of 5,2 of 3,3 of 5,15 of 33,17 of 32,2017-06-17,UFC Fight Night: Holm vs. Correia,Justin Scoggins,Ulka Sasaki,20 of 26,1 of 4,28 of 51,11 of 27,,,4 of 4,7 of 9,Submission,,,Marc Goddard,,,2,37 of 62,21 of 41,,,1 of 2,2 of 3,3:19,3 Rnd (5-5-5),74 of 104,25 of 45,59%,51%,50%,66%
15 of 22,3 of 6,2 of 3,3 of 4,92 of 173,32 of 116,2017-06-17,UFC Fight Night: Holm vs. Correia,Jingliang Li,Frank Camacho,0 of 0,0 of 0,54 of 120,32 of 114,,,25 of 34,0 of 0,Decision - Unanimous,,,John Sharp,,,3,94 of 176,35 of 120,,,2 of 7,1 of 1,5:00,3 Rnd (5-5-5),95 of 177,56 of 143,53%,29%,28%,100%
1 of 2,1 of 5,0 of 0,1 of 1,10 of 23,12 of 37,2017-06-17,UFC Fight Night: Holm vs. Correia,Kwan Ho Kwak,Russell Doane,0 of 1,4 of 8,5 of 16,13 of 37,,,4 of 6,3 of 4,KO/TKO,,,Steve Perceval,,,1,10 of 24,17 of 46,,,1 of 1,0 of 0,4:09,3 Rnd (5-5-5),10 of 24,17 of 46,41%,36%,100%,0%
2 of 3,1 of 3,7 of 8,7 of 10,35 of 75,21 of 59,2017-06-17,UFC Fight Night: Holm vs. Correia,Naoki Inoue,Carls John De Tomas,20 of 33,2 of 5,47 of 95,19 of 53,,,13 of 18,10 of 18,Decision - Unanimous,,,Neil Swailes,,,3,62 of 116,30 of 74,,,0 of 2,2 of 4,5:00,3 Rnd (5-5-5),151 of 228,53 of 102,53%,40%,0%,50%
1 of 3,2 of 4,0 of 0,0 of 0,2 of 14,7 of 20,2017-06-17,UFC Fight Night: Holm vs. Correia,Cyril Asker,Walt Harris,0 of 0,14 of 21,1 of 11,17 of 35,,,0 of 0,2 of 2,KO/TKO,,,John Sharp,,,1,2 of 14,21 of 41,,,0 of 0,0 of 0,1:44,3 Rnd (5-5-5),2 of 14,23 of 43,14%,51%,0%,0%
0 of 0,2 of 2,0 of 0,0 of 0,1 of 3,7 of 10,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Joachim Christensen,Dominick Reyes,0 of 0,6 of 6,1 of 3,10 of 13,,,0 of 0,1 of 1,KO/TKO,,,Gary Ritter,,,1,1 of 3,13 of 16,,,0 of 1,0 of 0,0:29,3 Rnd (5-5-5),1 of 3,13 of 16,33%,81%,0%,0%
1 of 1,1 of 1,0 of 0,0 of 0,2 of 7,3 of 4,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Michael Chiesa,Kevin Lee,2 of 2,19 of 26,3 of 8,19 of 27,,,0 of 0,2 of 2,Submission,,,Mario Yamasaki,,,1,4 of 9,22 of 30,,,0 of 0,1 of 1,4:37,5 Rnd (5-5-5-5-5),9 of 14,37 of 45,44%,73%,0%,100%
16 of 20,2 of 2,10 of 13,0 of 1,30 of 54,10 of 44,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Tim Boetsch,Johny Hendricks,1 of 1,0 of 0,19 of 41,2 of 36,,,6 of 7,6 of 7,KO/TKO,,,Kevin MacDonald,,,2,41 of 68,10 of 45,,,0 of 0,0 of 0,0:46,3 Rnd (5-5-5),42 of 69,10 of 45,60%,22%,0%,0%
7 of 7,8 of 10,1 of 2,5 of 6,24 of 63,28 of 58,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Felice Herrig,Justine Kish,22 of 28,7 of 8,40 of 86,28 of 57,,,0 of 0,4 of 5,Decision - Unanimous,,,Keith Peterson,,,3,47 of 93,40 of 72,,,2 of 5,0 of 2,5:00,3 Rnd (5-5-5),131 of 182,50 of 84,50%,55%,40%,0%
10 of 12,9 of 29,4 of 4,0 of 5,49 of 95,103 of 275,2017-06-25,UFC Fight Night: Chiesa vs. Lee,BJ Penn,Dennis Siver,4 of 8,0 of 0,47 of 95,59 of 199,,,0 of 0,35 of 52,Decision - Majority,,,Kevin MacDonald,,,3,57 of 107,103 of 280,,,0 of 0,0 of 1,5:00,3 Rnd (5-5-5),65 of 116,120 of 300,53%,36%,0%,0%
26 of 38,5 of 11,1 of 1,1 of 3,63 of 173,31 of 148,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Tim Means,Alex Garcia,0 of 0,0 of 0,31 of 129,26 of 139,,,7 of 7,1 of 1,Decision - Unanimous,,,Mario Yamasaki,,,3,64 of 174,32 of 151,,,0 of 0,0 of 5,5:00,3 Rnd (5-5-5),76 of 186,32 of 151,36%,21%,0%,0%
13 of 28,6 of 9,5 of 5,2 of 2,46 of 156,66 of 158,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Vitor Miranda,Marvin Vettori,0 of 0,1 of 1,13 of 92,50 of 138,,,25 of 41,13 of 14,Decision - Unanimous,,,Gary Ritter,,,3,51 of 161,69 of 161,,,0 of 1,3 of 7,5:00,3 Rnd (5-5-5),74 of 186,81 of 176,31%,42%,0%,42%
4 of 6,3 of 5,8 of 10,0 of 3,19 of 63,32 of 110,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Carla Esparza,Maryna Moroz,13 of 22,6 of 6,32 of 81,35 of 114,,,4 of 8,0 of 0,Decision - Unanimous,,,Mario Yamasaki,,,3,40 of 95,38 of 119,,,6 of 14,0 of 0,5:00,3 Rnd (5-5-5),142 of 204,48 of 134,42%,31%,42%,0%
8 of 9,2 of 2,4 of 5,8 of 10,27 of 61,13 of 43,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Devin Powell,Darrell Horcher,12 of 13,16 of 23,15 of 42,31 of 70,,,20 of 28,4 of 4,Decision - Split,,,Kevin MacDonald,,,3,43 of 79,37 of 76,,,0 of 3,0 of 0,5:00,3 Rnd (5-5-5),97 of 137,56 of 98,54%,48%,0%,0%
5 of 7,4 of 16,4 of 5,1 of 2,27 of 65,15 of 76,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Jared Gordon,Michel Quinones,36 of 51,0 of 0,54 of 102,6 of 55,,,8 of 12,6 of 7,KO/TKO,,,Keith Peterson,,,2,67 of 121,16 of 78,,,4 of 6,0 of 0,4:24,3 Rnd (5-5-5),115 of 182,16 of 79,55%,20%,66%,0%
4 of 5,19 of 29,1 of 1,1 of 2,79 of 223,91 of 252,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Anthony Rocco Martin,Johnny Case,2 of 2,0 of 0,70 of 211,51 of 195,,,8 of 10,22 of 30,Decision - Unanimous,,,Gary Ritter,,,3,82 of 226,92 of 254,,,1 of 2,0 of 1,5:00,3 Rnd (5-5-5),83 of 227,92 of 254,36%,36%,50%,0%
1 of 2,1 of 1,0 of 0,1 of 3,4 of 12,8 of 9,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Josh Stansbury,Jeremy Kimball,0 of 0,8 of 13,1 of 8,13 of 21,,,2 of 2,3 of 3,KO/TKO,,,Mario Yamasaki,,,1,4 of 12,17 of 25,,,0 of 1,0 of 0,1:21,3 Rnd (5-5-5),5 of 13,21 of 29,33%,68%,0%,0%
4 of 6,2 of 2,1 of 3,3 of 3,4 of 30,10 of 36,2017-06-25,UFC Fight Night: Chiesa vs. Lee,Clay Guida,Erik Koch,33 of 54,0 of 0,33 of 79,10 of 36,,,1 of 2,1 of 1,Decision - Unanimous,,,Keith Peterson,,,3,38 of 87,13 of 39,,,2 of 8,0 of 0,5:00,3 Rnd (5-5-5),133 of 207,17 of 44,43%,33%,25%,0%
3 of 6,14 of 17,1 of 5,2 of 3,35 of 124,51 of 100,2017-07-07,The Ultimate Fighter: Redemption Finale,Jordan Johnson,Marcel Fortuna,6 of 10,0 of 0,39 of 131,28 of 74,,,0 of 2,11 of 12,Decision - Unanimous,,,John McCarthy,,,3,42 of 139,53 of 103,,,2 of 6,0 of 3,5:00,3 Rnd (5-5-5),47 of 145,62 of 112,30%,51%,33%,0%
40 of 48,6 of 8,12 of 21,27 of 36,78 of 176,77 of 138,2017-07-07,The Ultimate Fighter: Redemption Finale,Michael Johnson,Justin Gaethje,1 of 3,0 of 0,47 of 146,62 of 124,,,4 of 6,36 of 42,KO/TKO,,,John McCarthy,,,2,91 of 200,104 of 174,,,1 of 3,0 of 0,4:48,5 Rnd (5-5-5-5-5),91 of 200,104 of 174,45%,59%,33%,0%
0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,2017-07-07,The Ultimate Fighter: Redemption Finale,Dhiego Lima,Jesse Taylor,3 of 3,20 of 23,4 of 4,21 of 24,,,0 of 0,0 of 0,Submission,,,Jason Herzog,,,2,4 of 4,21 of 24,,,0 of 0,2 of 3,0:43,3 Rnd + OT (5-5-5-5),6 of 6,50 of 59,100%,87%,0%,66%
16 of 23,10 of 14,8 of 10,9 of 14,24 of 65,25 of 53,2017-07-07,The Ultimate Fighter: Redemption Finale,Marc Diakiese,Drakkar Klose,2 of 2,5 of 12,12 of 46,10 of 43,,,6 of 8,19 of 22,Decision - Split,,,Marc Goddard,,,3,34 of 77,39 of 79,,,2 of 6,3 of 7,5:00,3 Rnd (5-5-5),63 of 107,84 of 136,44%,49%,33%,42%
5 of 6,6 of 19,18 of 23,3 of 8,57 of 118,25 of 152,2017-07-07,The Ultimate Fighter: Redemption Finale,Jared Cannonier,Nick Roehrick,9 of 9,0 of 0,75 of 140,22 of 141,,,4 of 4,0 of 0,KO/TKO,,,John McCarthy,,,3,84 of 150,28 of 160,,,1 of 1,0 of 0,2:08,3 Rnd (5-5-5),86 of 152,29 of 161,56%,17%,100%,0%
5 of 9,9 of 21,3 of 3,1 of 3,41 of 93,25 of 105,2017-07-07,The Ultimate Fighter: Redemption Finale,Angela Hill,Ashley Yoder,3 of 4,0 of 0,20 of 67,11 of 81,,,22 of 24,6 of 6,Decision - Unanimous,,,Jason Herzog,,,3,47 of 100,26 of 108,,,1 of 1,3 of 6,5:00,3 Rnd (5-5-5),65 of 118,54 of 137,47%,24%,100%,50%
3 of 4,17 of 30,1 of 3,2 of 4,105 of 185,51 of 196,2017-07-07,The Ultimate Fighter: Redemption Finale,James Krause,Tom Gallicchio,0 of 0,0 of 0,102 of 183,24 of 158,,,1 of 1,12 of 12,Decision - Unanimous,,,Chris Tognoni,,,3,106 of 188,53 of 200,,,0 of 0,1 of 9,5:00,3 Rnd (5-5-5),113 of 201,57 of 204,56%,26%,0%,11%
3 of 3,5 of 6,1 of 1,7 of 8,13 of 25,15 of 19,2017-07-07,The Ultimate Fighter: Redemption Finale,Ed Herman,CB Dollaway,10 of 15,32 of 45,21 of 38,38 of 55,,,0 of 0,11 of 11,Decision - Unanimous,,,Marc Goddard,,,3,24 of 41,54 of 72,,,1 of 1,6 of 6,5:00,3 Rnd (5-5-5),48 of 68,111 of 134,58%,75%,100%,100%
4 of 5,2 of 4,6 of 7,3 of 4,8 of 14,3 of 25,2017-07-07,The Ultimate Fighter: Redemption Finale,Tecia Torres,Juliana Lima,1 of 2,0 of 2,5 of 11,1 of 23,,,6 of 7,3 of 4,Submission,,,Chris Tognoni,,,2,15 of 23,6 of 31,,,0 of 7,1 of 3,0:53,3 Rnd (5-5-5),26 of 34,14 of 39,65%,19%,0%,33%
8 of 9,5 of 6,3 of 4,3 of 4,1 of 3,4 of 8,2017-07-07,The Ultimate Fighter: Redemption Finale,Gray Maynard,Teruto Ishihara,12 of 17,1 of 1,8 of 15,3 of 7,,,0 of 0,0 of 0,Decision - Unanimous,,,Jason Herzog,,,3,16 of 24,8 of 13,,,11 of 11,0 of 0,5:00,3 Rnd (5-5-5),37 of 46,14 of 19,66%,61%,100%,0%
8 of 9,6 of 20,14 of 21,13 of 20,17 of 50,20 of 61,2017-07-07,The Ultimate Fighter: Redemption Finale,Brad Tavares,Elias Theodorou,0 of 0,1 of 1,18 of 56,18 of 51,,,5 of 6,10 of 11,Decision - Unanimous,,,Marc Goddard,,,3,31 of 71,34 of 82,,,1 of 3,3 of 7,5:00,3 Rnd (5-5-5),34 of 74,64 of 113,43%,41%,33%,42%
9 of 17,5 of 5,5 of 11,3 of 3,37 of 94,18 of 35,2017-07-08,UFC 213: Romero vs. Whittaker,Fabricio Werdum,Alistair Overeem,7 of 10,0 of 0,28 of 84,15 of 32,,,12 of 14,1 of 1,Decision - Majority,,,Herb Dean,,,3,49 of 115,21 of 38,,,1 of 3,0 of 0,5:00,3 Rnd (5-5-5),107 of 176,29 of 46,42%,55%,33%,0%
17 of 20,23 of 25,15 of 19,20 of 26,36 of 113,39 of 129,2017-07-08,UFC 213: Romero vs. Whittaker,Daniel Omielanczuk,Curtis Blaydes,0 of 0,13 of 13,29 of 105,41 of 135,,,5 of 7,8 of 8,Decision - Unanimous,,,Marc Goddard,,,3,51 of 132,72 of 168,,,0 of 1,0 of 13,5:00,3 Rnd (5-5-5),68 of 149,94 of 194,38%,42%,0%,0%
