BODY_1,BODY_2,CLINCH_1,CLINCH_2,DISTANCE_1,DISTANCE_2,Date,Event,Fighter_1,Fighter_2,GROUND_1,GROUND_2,HEAD_1,HEAD_2,KD_1,KD_2,LEG_1,LEG_2,METHOD,PASS_1,PASS_2,REFEREE,REV_1,REV_2,ROUND,SIG_STR_1,SIG_STR_2,SUB_ATT_1,SUB_ATT_2,TD_1,TD_2,TIME,TIME_FORMAT,TOTAL_STR_1,TOTAL_STR_2,pSIG_STR_1,pSIG_STR_2,pTD_1,pTD_2
7 of 9,8 of 10,14 of 20,10 of 18,16 of 50,17 of 41,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Darren Stewart,Francimar Barroso,1 of 3,1 of 3,13 of 47,14 of 45,,,11 of 17,6 of 7,Decision - Unanimous,,,Leon Roberts,,,3,31 of 73,28 of 62,,,1 of 5,7 of 12,5:00,3 Rnd (5-5-5),55 of 102,46 of 82,42%,45%,20%,58%
19 of 21,4 of 6,19 of 22,26 of 35,35 of 71,21 of 62,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Daniel Omielanczuk,Tim Johnson,0 of 0,5 of 7,25 of 61,29 of 73,,,10 of 11,19 of 25,Decision - Split,,,Marc Goddard,,,3,54 of 93,52 of 104,,,0 of 2,1 of 5,5:00,3 Rnd (5-5-5),94 of 136,102 of 168,58%,50%,0%,20%
2 of 2,1 of 1,0 of 0,0 of 0,6 of 7,1 of 1,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese,Teemu Packalen,0 of 0,0 of 0,2 of 3,0 of 0,,,2 of 2,0 of 0,KO/TKO,,,,,,1,6 of 7,1 of 1,,,0 of 0,0 of 0,0:30,3 Rnd (5-5-5) Referee:,6 of 7,1 of 1,85%,100%,0%,0%
12 of 21,21 of 32,5 of 7,2 of 4,65 of 166,84 of 191,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Bradley Scott,Scott Askham,2 of 2,0 of 0,42 of 126,54 of 149,,,18 of 28,11 of 14,Decision - Split,,,Grant Waterman,,,3,72 of 175,86 of 195,,,0 of 0,1 of 3,5:00,3 Rnd (5-5-5),74 of 177,86 of 195,41%,44%,0%,33%
26 of 35,20 of 25,30 of 41,30 of 35,45 of 98,68 of 168,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg,Lucie Pudilova,5 of 5,1 of 1,42 of 96,77 of 177,,,12 of 13,2 of 2,Decision - Unanimous,,,Neil Hall,,,3,80 of 144,99 of 204,,,1 of 7,0 of 2,5:00,3 Rnd (5-5-5),96 of 162,163 of 277,55%,48%,14%,0%
9 of 14,7 of 9,1 of 1,5 of 6,43 of 152,22 of 56,2017-03-18,UFC Fight Night: Manuwa vs. Anderson,Joe Duffy,Reza Madadi,7 of 8,1 of 1,39 of 143,20 of 50,,,3 of 4,1 of 4,Decision - Unanimous,,,Marc Goddard,,,3,51 of 161,28 of 63,,,0 of 0,2 of 12,5:00,3 Rnd (5-5-5),61 of 172,34 of 71,31%,44%,0%,16%
4 of 4,8 of 10,21 of 22,10 of 11,1 of 5,12 of 25,2017-04-08,UFC 210: Cormier vs. Johnson 2,Daniel Cormier,Anthony Johnson,14 of 14,0 of 0,29 of 34,6 of 18,,,3 of 3,8 of 8,Submission,,,John McCarthy,,,2,36 of 41,22 of 36,,,1 of 2,1 of 3,3:37,5 Rnd (5-5-5-5-5),85 of 97,22 of 36,87%,61%,50%,33%
3 of 3,5 of 6,0 of 0,15 of 20,13 of 28,32 of 71,2017-04-08,UFC 210: Cormier vs. Johnson 2,Chris Weidman,Gegard Mousasi,0 of 1,2 of 2,9 of 25,34 of 76,,,1 of 1,10 of 11,KO/TKO,,,Dan Miragliotta,,,2,13 of 29,49 of 93,,,4 of 6,0 of 1,3:13,3 Rnd (5-5-5),18 of 34,55 of 99,44%,52%,66%,0%
16 of 21,2 of 4,1 of 1,2 of 2,48 of 167,34 of 109,2017-04-08,UFC 210: Cormier vs. Johnson 2,Cynthia Calvillo,Pearl Gonzalez,1 of 1,1 of 1,26 of 140,28 of 101,,,8 of 8,7 of 7,Submission,,,Keith Peterson,,,3,50 of 169,37 of 112,,,1 of 1,2 of 3,3:45,3 Rnd (5-5-5),65 of 188,43 of 118,29%,33%,100%,66%
8 of 11,9 of 13,9 of 15,6 of 10,54 of 120,38 of 121,2017-04-08,UFC 210: Cormier vs. Johnson 2,Thiago Alves,Patrick Cote,16 of 22,0 of 0,44 of 115,27 of 103,,,27 of 31,8 of 15,Decision - Unanimous,,,Todd Ronald Anderson,,,3,79 of 157,44 of 131,,,1 of 1,0 of 1,5:00,3 Rnd (5-5-5),103 of 182,51 of 140,50%,33%,100%,0%
2 of 2,1 of 2,0 of 0,1 of 1,4 of 5,2 of 6,2017-04-08,UFC 210: Cormier vs. Johnson 2,Will Brooks,Charles Oliveira,0 of 0,0 of 0,1 of 2,0 of 2,,,1 of 1,2 of 3,Submission,,,John McCarthy,,,1,4 of 5,3 of 7,,,0 of 0,2 of 2,2:30,3 Rnd (5-5-5),8 of 9,3 of 7,80%,42%,0%,100%
0 of 1,0 of 0,0 of 0,0 of 0,1 of 5,0 of 3,2017-04-08,UFC 210: Cormier vs. Johnson 2,Myles Jury,Mike de la Torre,35 of 47,0 of 0,36 of 51,0 of 3,,,0 of 0,0 of 0,KO/TKO,,,Dan Miragliotta,,,1,36 of 52,0 of 3,,,1 of 1,0 of 0,3:30,3 Rnd (5-5-5),44 of 62,2 of 5,69%,0%,100%,0%
23 of 31,1 of 1,6 of 10,1 of 2,45 of 107,26 of 101,2017-04-08,UFC 210: Cormier vs. Johnson 2,Kamaru Usman,Sean Strickland,39 of 54,0 of 0,49 of 120,25 of 101,,,18 of 20,1 of 1,Decision - Unanimous,,,Keith Peterson,,,3,90 of 171,27 of 103,,,2 of 8,0 of 0,5:00,3 Rnd (5-5-5),117 of 200,30 of 108,52%,26%,25%,0%
13 of 23,6 of 22,9 of 12,1 of 5,66 of 153,85 of 256,2017-04-08,UFC 210: Cormier vs. Johnson 2,Shane Burgos,Charles Rosa,2 of 2,0 of 0,55 of 133,46 of 190,,,9 of 11,34 of 49,KO/TKO,,,Todd Ronald Anderson,,,3,77 of 167,86 of 261,,,0 of 0,1 of 7,1:59,3 Rnd (5-5-5),98 of 190,86 of 261,46%,32%,0%,14%
10 of 11,9 of 10,17 of 21,11 of 15,23 of 59,37 of 77,2017-04-08,UFC 210: Cormier vs. Johnson 2,Patrick Cummins,Jan Blachowicz,33 of 41,5 of 7,62 of 109,43 of 88,,,1 of 1,1 of 1,Decision - Unanimous,,,John McCarthy,,,3,73 of 121,53 of 99,,,3 of 10,1 of 2,5:00,3 Rnd (5-5-5),109 of 162,68 of 115,60%,53%,30%,50%
0 of 0,1 of 1,0 of 0,0 of 0,4 of 7,4 of 9,2017-04-08,UFC 210: Cormier vs. Johnson 2,Gregor Gillespie,Andrew Holbrook,4 of 5,0 of 0,7 of 11,3 of 8,,,1 of 1,0 of 0,KO/TKO,,,Dan Miragliotta,,,1,8 of 12,4 of 9,,,0 of 0,0 of 0,0:21,3 Rnd (5-5-5),9 of 13,4 of 9,66%,44%,0%,0%
10 of 20,2 of 5,0 of 0,0 of 0,41 of 142,54 of 121,2017-04-08,UFC 210: Cormier vs. Johnson 2,Josh Emmett,Desmond Green,0 of 0,3 of 3,13 of 99,51 of 113,,,18 of 23,4 of 6,Decision - Split,,,Keith Peterson,,,3,41 of 142,57 of 124,,,0 of 1,1 of 2,5:00,3 Rnd (5-5-5),43 of 144,66 of 135,28%,45%,0%,50%
27 of 51,9 of 14,5 of 10,6 of 12,100 of 263,78 of 211,2017-04-08,UFC 210: Cormier vs. Johnson 2,Katlyn Chookagian,Irene Aldana,0 of 0,0 of 0,47 of 185,47 of 169,,,31 of 37,28 of 40,Decision - Split,,,Todd Ronald Anderson,,,3,105 of 273,84 of 223,,,0 of 11,0 of 0,5:00,3 Rnd (5-5-5),106 of 274,85 of 224,38%,37%,0%,0%
2 of 4,10 of 19,0 of 0,4 of 7,7 of 28,16 of 58,2017-04-08,UFC 210: Cormier vs. Johnson 2,Jenel Lausa,Magomed Bibulatov,3 of 3,31 of 50,7 of 26,36 of 89,,,1 of 1,5 of 7,Decision - Unanimous,,,John McCarthy,,,3,10 of 31,51 of 115,,,0 of 0,2 of 7,5:00,3 Rnd (5-5-5),31 of 56,94 of 165,32%,44%,0%,28%
16 of 20,2 of 14,8 of 16,0 of 1,72 of 136,16 of 167,2017-04-15,UFC on FOX: Johnson vs. Reis,Demetrious Johnson,Wilson Reis,28 of 34,0 of 0,81 of 154,2 of 139,,,11 of 12,12 of 15,Submission,,,Dan Miragliotta,,,3,108 of 186,16 of 168,,,1 of 2,0 of 6,4:49,5 Rnd (5-5-5-5-5),135 of 216,18 of 170,58%,9%,50%,0%
3 of 5,4 of 5,5 of 5,2 of 2,9 of 28,19 of 30,2017-04-15,UFC on FOX: Johnson vs. Reis,Rose Namajunas,Michelle Waterson,33 of 39,1 of 1,42 of 63,5 of 14,,,2 of 4,13 of 14,Submission,,,Keith Peterson,,,2,47 of 72,22 of 33,,,1 of 1,1 of 1,2:47,3 Rnd (5-5-5),56 of 86,31 of 44,65%,66%,100%,100%
3 of 5,7 of 12,3 of 4,1 of 4,6 of 32,40 of 85,2017-04-15,UFC on FOX: Johnson vs. Reis,Jacare Souza,Robert Whittaker,0 of 0,14 of 21,6 of 31,47 of 97,,,0 of 0,1 of 1,KO/TKO,,,Mario Yamasaki,,,2,9 of 36,55 of 110,,,1 of 3,0 of 0,3:28,3 Rnd (5-5-5),13 of 40,57 of 112,25%,50%,33%,0%
7 of 10,3 of 5,3 of 6,1 of 3,53 of 201,66 of 110,2017-04-15,UFC on FOX: Johnson vs. Reis,Jeremy Stephens,Renato Moicano,0 of 0,3 of 3,28 of 168,39 of 78,,,21 of 29,28 of 33,Decision - Split,,,Mike England,,,3,56 of 207,70 of 116,,,0 of 1,2 of 5,5:00,3 Rnd (5-5-5),73 of 224,76 of 123,27%,60%,0%,40%
29 of 34,9 of 9,17 of 25,6 of 7,105 of 157,25 of 58,2017-04-15,UFC on FOX: Johnson vs. Reis,Alexander Volkov,Roy Nelson,0 of 0,1 of 2,77 of 132,18 of 52,,,16 of 16,5 of 6,Decision - Unanimous,,,Dan Miragliotta,,,3,122 of 182,32 of 67,,,0 of 0,1 of 8,5:00,3 Rnd (5-5-5),125 of 185,40 of 75,67%,47%,0%,12%
2 of 3,7 of 8,2 of 2,1 of 1,21 of 68,22 of 40,2017-04-15,UFC on FOX: Johnson vs. Reis,Zak Cummings,Nathan Coy,2 of 2,0 of 0,20 of 66,13 of 29,,,3 of 3,3 of 4,Submission,,,Mike England,,,1,25 of 72,23 of 41,,,0 of 0,1 of 1,4:21,3 Rnd (5-5-5),25 of 72,23 of 41,34%,56%,0%,100%
27 of 33,28 of 41,15 of 19,5 of 8,60 of 124,69 of 180,2017-04-15,UFC on FOX: Johnson vs. Reis,Bobby Green,Rashid Magomedov,0 of 0,1 of 1,14 of 71,43 of 140,,,34 of 39,4 of 8,Decision - Split,,,Mario Yamasaki,,,3,75 of 143,75 of 189,,,0 of 6,0 of 1,5:00,3 Rnd (5-5-5),104 of 176,88 of 202,52%,39%,0%,0%
4 of 6,15 of 18,3 of 7,12 of 18,27 of 74,30 of 55,2017-04-15,UFC on FOX: Johnson vs. Reis,Louis Smolka,Tim Elliott,11 of 16,15 of 18,35 of 89,34 of 64,,,2 of 2,8 of 9,Decision - Unanimous,,,Mike England,,,3,41 of 97,57 of 91,,,1 of 4,12 of 14,5:00,3 Rnd (5-5-5),47 of 105,98 of 136,42%,62%,25%,85%
46 of 55,7 of 11,10 of 12,4 of 4,53 of 117,24 of 84,2017-04-15,UFC on FOX: Johnson vs. Reis,Aljamain Sterling,Augusto Mendes,20 of 32,2 of 3,28 of 90,16 of 73,,,9 of 16,7 of 7,Decision - Unanimous,,,Mario Yamasaki,,,3,83 of 161,30 of 91,,,2 of 6,0 of 3,5:00,3 Rnd (5-5-5),162 of 246,76 of 145,51%,32%,33%,0%
17 of 19,11 of 15,11 of 15,20 of 28,20 of 50,15 of 43,2017-04-15,UFC on FOX: Johnson vs. Reis,Devin Clark,Jake Collier,37 of 40,1 of 1,42 of 76,17 of 48,,,9 of 10,8 of 9,Decision - Unanimous,,,Dan Miragliotta,,,3,68 of 105,36 of 72,,,4 of 7,0 of 2,5:00,3 Rnd (5-5-5),159 of 207,52 of 91,64%,50%,57%,0%
12 of 12,7 of 12,8 of 9,3 of 5,35 of 85,36 of 75,2017-04-15,UFC on FOX: Johnson vs. Reis,Anthony Smith,Andrew Sanchez,6 of 6,24 of 24,33 of 84,48 of 84,,,4 of 4,8 of 8,KO/TKO,,,Keith Peterson,,,3,49 of 100,63 of 104,,,0 of 1,4 of 10,3:52,3 Rnd (5-5-5),58 of 111,104 of 151,49%,60%,0%,40%
17 of 22,11 of 13,16 of 21,13 of 17,52 of 168,57 of 217,2017-04-15,UFC on FOX: Johnson vs. Reis,Ashlee Evans-Smith,Ketlen Vieira,0 of 0,1 of 1,20 of 132,56 of 218,,,31 of 35,4 of 4,Decision - Unanimous,,,Keith Peterson,,,3,68 of 189,71 of 235,,,0 of 5,1 of 5,5:00,3 Rnd (5-5-5),100 of 228,89 of 256,35%,30%,0%,20%
11 of 14,14 of 15,15 of 24,17 of 20,21 of 48,18 of 26,2017-04-15,UFC on FOX: Johnson vs. Reis,Patrick Williams,Tom Duquesnoy,1 of 1,1 of 3,20 of 53,16 of 28,,,6 of 6,6 of 6,KO/TKO,,,Keith Peterson,,,2,37 of 73,36 of 49,,,2 of 4,0 of 0,0:28,3 Rnd (5-5-5),42 of 80,36 of 49,50%,73%,50%,0%
4 of 4,14 of 16,1 of 4,18 of 29,20 of 43,67 of 140,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Joe Lauzon,Stevie Ray,25 of 29,24 of 27,42 of 72,94 of 179,,,0 of 0,1 of 1,Decision - Majority,,,Dan Miragliotta,,,3,46 of 76,109 of 196,,,5 of 7,0 of 0,5:00,3 Rnd (5-5-5),65 of 97,139 of 237,60%,55%,71%,0%
1 of 2,2 of 2,2 of 2,0 of 1,8 of 15,4 of 14,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Al Iaquinta,Diego Sanchez,2 of 2,0 of 0,9 of 15,2 of 13,,,2 of 2,0 of 0,KO/TKO,,,John McCarthy,,,1,12 of 19,4 of 15,,,0 of 0,0 of 0,1:38,3 Rnd (5-5-5),12 of 19,4 of 15,63%,26%,0%,0%
4 of 6,5 of 15,1 of 1,0 of 0,12 of 29,17 of 45,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Ovince Saint Preux,Marcos Rogerio de Lima,8 of 11,0 of 0,15 of 32,3 of 12,,,2 of 3,9 of 18,Submission,,,Dan Miragliotta,,,2,21 of 41,17 of 45,,,1 of 2,0 of 0,2:11,3 Rnd (5-5-5),30 of 50,17 of 45,51%,37%,50%,0%
21 of 24,7 of 13,1 of 1,0 of 2,47 of 102,21 of 136,2017-04-22,UFC Fight Night: Swanson vs. Lobov,John Dodson,Eddie Wineland,0 of 0,0 of 0,23 of 75,14 of 125,,,4 of 4,0 of 0,Decision - Unanimous,,,Herb Dean,,,3,48 of 103,21 of 138,,,0 of 1,0 of 0,5:00,3 Rnd (5-5-5),48 of 103,21 of 138,46%,15%,0%,0%
4 of 6,4 of 10,4 of 6,2 of 3,13 of 35,24 of 51,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Jake Ellenberger,Mike Perry,0 of 0,0 of 1,13 of 35,10 of 32,,,0 of 0,12 of 13,KO/TKO,,,Josh Ward,,,2,17 of 41,26 of 55,,,1 of 4,0 of 0,1:05,3 Rnd (5-5-5),20 of 44,28 of 57,41%,47%,25%,0%
47 of 55,17 of 35,29 of 38,5 of 15,171 of 248,117 of 260,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Cub Swanson,Artem Lobov,9 of 10,1 of 1,114 of 190,79 of 205,,,48 of 51,27 of 36,Decision - Unanimous,,,Herb Dean,,,5,209 of 296,123 of 276,,,2 of 3,2 of 8,5:00,5 Rnd (5-5-5-5-5),251 of 344,134 of 290,70%,44%,66%,25%
2 of 5,5 of 7,4 of 8,5 of 6,10 of 50,12 of 54,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Dustin Ortiz,Brandon Moreno,2 of 2,7 of 13,3 of 41,14 of 60,,,11 of 14,5 of 6,Submission,,,Dan Miragliotta,,,2,16 of 60,24 of 73,,,4 of 10,0 of 0,4:06,3 Rnd (5-5-5),31 of 76,34 of 86,26%,32%,40%,0%
6 of 7,4 of 6,17 of 25,10 of 15,5 of 13,6 of 24,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Hector Sandoval,Matt Schnell,10 of 12,0 of 1,22 of 37,8 of 29,,,4 of 6,4 of 5,KO/TKO,,,Josh Ward,,,1,32 of 50,16 of 40,,,3 of 8,1 of 1,4:24,3 Rnd (5-5-5),52 of 70,27 of 52,64%,40%,37%,100%
1 of 1,2 of 5,6 of 9,0 of 0,16 of 29,8 of 23,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Bryan Barberena,Joe Proctor,6 of 7,0 of 0,22 of 36,4 of 16,,,5 of 8,2 of 2,KO/TKO,,,Dan Miragliotta,,,1,28 of 45,8 of 23,,,0 of 0,0 of 0,3:30,3 Rnd (5-5-5),28 of 45,8 of 23,62%,34%,0%,0%
6 of 7,5 of 6,1 of 2,7 of 8,37 of 66,20 of 81,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Thales Leites,Sam Alvey,0 of 0,0 of 0,8 of 34,22 of 83,,,24 of 27,0 of 0,Decision - Unanimous,,,John McCarthy,,,3,38 of 68,27 of 89,,,1 of 7,0 of 0,5:00,3 Rnd (5-5-5),44 of 75,50 of 112,55%,30%,14%,0%
31 of 40,11 of 14,14 of 19,5 of 9,55 of 159,67 of 167,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Jessica Penne,Danielle Taylor,0 of 0,0 of 0,37 of 136,43 of 141,,,1 of 2,18 of 21,Decision - Unanimous,,,John McCarthy,,,3,69 of 178,72 of 176,,,1 of 2,0 of 0,5:00,3 Rnd (5-5-5),71 of 181,76 of 182,38%,40%,50%,0%
8 of 22,19 of 29,4 of 6,3 of 8,64 of 127,73 of 149,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Scott Holtzman,Michael McBride,36 of 57,7 of 15,70 of 136,50 of 127,,,26 of 32,14 of 16,Decision - Unanimous,,,Herb Dean,,,3,104 of 190,83 of 172,,,2 of 4,3 of 6,5:00,3 Rnd (5-5-5),109 of 198,140 of 236,54%,48%,50%,50%
17 of 21,6 of 8,9 of 9,8 of 18,35 of 104,28 of 114,2017-04-22,UFC Fight Night: Swanson vs. Lobov,Alexis Davis,Cindy Dandois,7 of 10,11 of 14,21 of 88,34 of 125,,,13 of 14,7 of 13,Decision - Unanimous,,,Herb Dean,,,3,51 of 123,47 of 146,,,0 of 0,5 of 9,5:00,3 Rnd (5-5-5),115 of 192,100 of 212,41%,32%,0%,55%
0 of 2,3 of 4,3 of 4,0 of 0,15 of 39,12 of 18,2017-05-13,UFC 211: Miocic vs. Dos Santos,Stipe Miocic,Junior Dos Santos,8 of 13,0 of 0,23 of 50,4 of 9,,,3 of 4,5 of 5,KO/TKO,,,Herb Dean,,,1,26 of 56,12 of 18,,,0 of 0,0 of 0,2:22,5 Rnd (5-5-5-5-5),26 of 56,12 of 18,46%,66%,0%,0%
49 of 63,15 of 35,32 of 45,24 of 39,193 of 307,58 of 178,2017-05-13,UFC 211: Miocic vs. Dos Santos,Joanna Jedrzejczyk,Jessica Andrade,0 of 0,1 of 1,101 of 211,51 of 163,,,75 of 78,17 of 20,Decision - Unanimous,,,Jacob Montalvo,,,5,225 of 352,83 of 218,,,0 of 0,2 of 10,5:00,5 Rnd (5-5-5-5-5),230 of 357,94 of 230,63%,38%,0%,20%
0 of 0,7 of 9,6 of 8,6 of 6,2 of 11,15 of 29,2017-05-13,UFC 211: Miocic vs. Dos Santos,Demian Maia,Jorge Masvidal,15 of 19,18 of 28,22 of 37,27 of 48,,,1 of 1,5 of 6,Decision - Split,,,Kerry Hatley,,,3,23 of 38,39 of 63,,,4 of 12,0 of 0,5:00,3 Rnd (5-5-5),67 of 93,55 of 80,60%,61%,33%,0%
11 of 16,13 of 21,15 of 20,11 of 18,13 of 64,23 of 97,2017-05-13,UFC 211: Miocic vs. Dos Santos,Krzysztof Jotko,David Branch,0 of 1,5 of 7,17 of 69,16 of 90,,,0 of 0,10 of 11,Decision - Split,,,Don Turnage,,,3,28 of 85,39 of 122,,,1 of 2,2 of 7,5:00,3 Rnd (5-5-5),49 of 110,93 of 181,32%,31%,50%,28%
5 of 5,1 of 1,0 of 0,2 of 4,3 of 16,3 of 18,2017-05-13,UFC 211: Miocic vs. Dos Santos,Frankie Edgar,Yair Rodriguez,69 of 87,11 of 20,67 of 98,14 of 39,,,0 of 0,1 of 2,TKO - Doctor's Stoppage,,,Chris Reed,,,2,72 of 103,16 of 42,,,1 of 3,0 of 0,5:00,3 Rnd (5-5-5),96 of 130,29 of 57,69%,38%,33%,0%
4 of 7,7 of 11,1 of 1,6 of 8,28 of 61,30 of 72,2017-05-13,UFC 211: Miocic vs. Dos Santos,Chas Skelly,Jason Knight,0 of 1,23 of 29,23 of 54,46 of 90,,,2 of 2,6 of 8,KO/TKO,,,Jacob Montalvo,,,3,29 of 63,59 of 109,,,1 of 6,2 of 2,0:39,3 Rnd (5-5-5),37 of 71,65 of 116,46%,54%,16%,100%
11 of 12,3 of 3,10 of 15,7 of 10,75 of 190,29 of 73,2017-05-13,UFC 211: Miocic vs. Dos Santos,Chase Sherman,Rashad Coulter,18 of 26,0 of 0,67 of 188,32 of 79,,,25 of 31,1 of 1,KO/TKO,,,Jacob Montalvo,,,2,103 of 231,36 of 83,,,0 of 0,0 of 0,3:36,3 Rnd (5-5-5),107 of 235,36 of 83,44%,43%,0%,0%
5 of 7,6 of 9,1 of 1,4 of 4,13 of 43,12 of 38,2017-05-13,UFC 211: Miocic vs. Dos Santos,James Vick,Polo Reyes,6 of 8,0 of 0,14 of 44,3 of 23,,,1 of 1,7 of 10,KO/TKO,,,Don Turnage,,,1,20 of 52,16 of 42,,,0 of 0,0 of 0,2:39,3 Rnd (5-5-5),20 of 52,16 of 42,38%,38%,0%,0%
10 of 15,9 of 14,10 of 18,21 of 36,24 of 53,50 of 209,2017-05-13,UFC 211: Miocic vs. Dos Santos,Jessica Aguilar,Cortney Casey,23 of 35,32 of 49,27 of 70,70 of 252,,,20 of 21,24 of 28,Decision - Unanimous,,,Kerry Hatley,,,3,57 of 106,103 of 294,,,4 of 5,0 of 0,5:00,3 Rnd (5-5-5),102 of 154,172 of 368,53%,35%,80%,0%
12 of 18,7 of 12,1 of 3,7 of 10,49 of 147,36 of 131,2017-05-13,UFC 211: Miocic vs. Dos Santos,Gabriel Benitez,Enrique Barzola,1 of 1,3 of 7,33 of 125,33 of 129,,,6 of 8,6 of 7,Decision - Unanimous,,,Kerry Hatley,,,3,51 of 151,46 of 148,,,0 of 0,9 of 15,5:00,3 Rnd (5-5-5),67 of 169,94 of 212,33%,31%,0%,60%
0 of 0,0 of 0,0 of 0,0 of 0,1 of 3,1 of 3,2017-05-13,UFC 211: Miocic vs. Dos Santos,Joachim Christensen,Gadzhimurad Antigulov,0 of 0,1 of 1,1 of 3,1 of 3,,,0 of 0,1 of 1,Submission,,,Don Turnage,,,1,1 of 3,2 of 4,,,0 of 0,1 of 1,2:21,3 Rnd (5-5-5),1 of 3,7 of 12,33%,50%,0%,100%
11 of 13,7 of 11,5 of 12,12 of 17,36 of 112,61 of 127,2017-05-13,UFC 211: Miocic vs. Dos Santos,Eddie Alvarez,Dustin Poirier,3 of 3,0 of 0,32 of 111,61 of 128,,,1 of 3,5 of 5,Could Not Continue,,,Herb Dean,,,2,44 of 127,73 of 144,,,1 of 4,0 of 0,4:02,3 Rnd (5-5-5),44 of 128,79 of 150,34%,50%,25%,0%
11 of 21,7 of 10,7 of 14,3 of 8,77 of 198,39 of 126,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Alexander Gustafsson,Glover Teixeira,13 of 16,0 of 0,77 of 197,34 of 123,,,9 of 10,1 of 1,KO/TKO,,,Marc Goddard,,,5,97 of 228,42 of 134,,,1 of 3,1 of 5,1:07,5 Rnd (5-5-5-5-5),108 of 239,62 of 155,42%,31%,33%,20%
0 of 0,2 of 3,0 of 0,0 of 0,3 of 5,9 of 19,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Volkan Oezdemir,Misha Cirkunov,2 of 2,0 of 0,5 of 7,7 of 16,,,0 of 0,0 of 0,KO/TKO,,,Kevin Sataki,,,1,5 of 7,9 of 19,,,0 of 0,0 of 0,0:28,3 Rnd (5-5-5),5 of 7,9 of 19,71%,47%,0%,0%
1 of 2,7 of 17,1 of 2,0 of 1,36 of 79,14 of 62,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Peter Sobotta,Ben Saunders,9 of 16,5 of 5,40 of 90,9 of 44,,,5 of 5,3 of 7,KO/TKO,,,Neil Hall,,,2,46 of 97,19 of 68,,,0 of 0,0 of 0,2:29,3 Rnd (5-5-5),50 of 102,23 of 74,47%,27%,0%,0%
3 of 5,6 of 9,6 of 8,2 of 5,37 of 91,38 of 126,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Abdul Razak Alhassan,Omari Akhmedov,0 of 0,12 of 22,37 of 88,42 of 140,,,3 of 6,4 of 4,Decision - Split,,,Bobby Rehman,,,3,43 of 99,52 of 153,,,0 of 0,6 of 9,5:00,3 Rnd (5-5-5),44 of 102,99 of 213,43%,33%,0%,66%
14 of 24,9 of 11,12 of 17,6 of 8,22 of 84,39 of 67,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Oliver Enkamp,Nordine Taleb,0 of 0,12 of 13,15 of 68,38 of 63,,,5 of 9,10 of 14,Decision - Unanimous,,,Marc Goddard,,,3,34 of 101,57 of 88,,,1 of 5,2 of 2,5:00,3 Rnd (5-5-5),44 of 114,71 of 103,33%,64%,20%,100%
0 of 0,1 of 2,0 of 0,0 of 0,1 of 2,1 of 4,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Jack Hermansson,Alex Nicholson,22 of 27,0 of 0,23 of 29,0 of 2,,,0 of 0,0 of 0,KO/TKO,,,Bobby Rehman,,,1,23 of 29,1 of 4,,,1 of 1,0 of 0,2:00,3 Rnd (5-5-5),39 of 47,3 of 6,79%,25%,100%,0%
14 of 14,3 of 4,6 of 10,6 of 7,5 of 10,3 of 9,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Trevor Smith,Chris Camozzi,28 of 40,1 of 2,22 of 39,6 of 13,,,3 of 7,1 of 1,Decision - Unanimous,,,Kevin Sataki,,,3,39 of 60,10 of 18,,,4 of 7,0 of 0,5:00,3 Rnd (5-5-5),92 of 123,37 of 48,65%,55%,57%,0%
8 of 9,10 of 14,7 of 12,4 of 11,17 of 46,28 of 112,2017-05-28,UFC Fight Night: Gustafsson vs. Teixeira,Reza Madadi,Joaquim Silva,2 of 4,8 of 19,18 of 53,30 of 127,,,0 of 0,0 of 1,Decision - Split,,,Marc Goddard,,,3,26 of 62,40 of 142,,,5 of 13,0 of 0,5:00,3 Rnd (5-5-5),69 of 106,69 of 186,41%,28%,38%,0%
