Date,Event,match_url
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/c6c975ca66a7f91a
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/12a64dfb8147566b
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,http://ufcstats.com/fight-details/ead2ca0d2afb46be
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/e835e9a4564db497
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/5f19b0135414b454
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/848e7af760788418
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/e84fa12d87993ec5
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/f8ee14dbf966b9e6
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/0b4583d204797d19
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/714d6fc1eaca9624
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/fe9ee00fa47dd7b3
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/2fd0c6d914b77205
2018-03-17,UFC Fight Night: Werdum vs. Volkov,http://ufcstats.com/fight-details/288c942b0ad152a6
2018-04-07,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/fight-details/95edc0b6438f2592
2018-04-07,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/fight-details/eab7b76e177e1903
2018-04-07,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/fight-details/6c5f7f98ec0b6f17
2018-04-07,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/fight-details/829b3ee4145a1ae6
2018-04-07,UFC 223: Khabib vs. Iaquinta,http://ufcstats.com/fight-details/5315bd4542b21c4b
