Date,Event,Weight class,Fighter1,Result,Fighter2,Method,Round,Time,Note,Time (secs)
2018-01-14,UFC Fight Night: Stephens vs. Choi,Lightweight,James Krause,def.,Alex White,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-14,UFC Fight Night: Stephens vs. Choi,Women's Bantamweight,Irene Aldana,def.,Talita Bernardo,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-01-14,UFC Fight Night: Stephens vs. Choi,Bantamweight,Kyung Ho Kang,def.,Guido Cannetti,Submission (triangle choke),1.0,4:53,-,293
2018-01-14,UFC Fight Night: Stephens vs. Choi,Women's Flyweight,Jessica Eye,def.,Kalindra Faria,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-01-14,UFC Fight Night: Stephens vs. Choi,Women's Strawweight,JJ Aldrich,def.,Danielle Taylor,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-14,UFC Fight Night: Stephens vs. Choi,Catchweight (150 lbs),Mads Burnell,def.,Mike Santiago,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-14,UFC Fight Night: Stephens vs. Choi,Lightweight,Polo Reyes,def.,Matt Frevola,KO (punch),1.0,1:00,-,60
2018-01-20,UFC 220: Miocic vs. Ngannou,Heavyweight,Stipe Miocic (c),def.,Francis Ngannou,"Decision (unanimous) (50–44, 50–44, 50–44)",5.0,5:00,[a],300
2018-01-20,UFC 220: Miocic vs. Ngannou,Light Heavyweight,Daniel Cormier (c),def.,Volkan Oezdemir,TKO (punches),2.0,2:00,[b],120
2018-01-20,UFC 220: Miocic vs. Ngannou,Featherweight,Calvin Kattar,def.,Shane Burgos,TKO (punches),3.0,0:32,-,32
2018-01-20,UFC 220: Miocic vs. Ngannou,Light Heavyweight,Gian Villante,def.,Francimar Barroso,"Decision (split) (30–27, 28–29, 30–27)",3.0,5:00,-,300
2018-01-20,UFC 220: Miocic vs. Ngannou,Bantamweight,Rob Font,def.,Thomas Almeida,TKO (head kick and punches),2.0,2:24,-,144
2018-01-20,UFC 220: Miocic vs. Ngannou,Welterweight,Abdul Razak Alhassan,def.,Sabah Homasi,KO (punch),1.0,3:47,-,227
2018-01-20,UFC 220: Miocic vs. Ngannou,Flyweight,Dustin Ortiz,def.,Alexandre Pantoja,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-20,UFC 220: Miocic vs. Ngannou,Featherweight,Julio Arce,def.,Dan Ige,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-01-20,UFC 220: Miocic vs. Ngannou,Featherweight,Enrique Barzola,def.,Matt Bessette,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-01-20,UFC 220: Miocic vs. Ngannou,Lightweight,Islam Makhachev,def.,Gleison Tibau,KO (punch),1.0,0:57,-,57
2018-01-20,UFC 220: Miocic vs. Ngannou,Featherweight,Kyle Bochniak,def.,Brandon Davis,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Middleweight,Ronaldo Souza,def.,Derek Brunson,TKO (head kick and punches),1.0,3:50,-,230
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Andre Fili,def.,Dennis Bermudez,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Gregor Gillespie,def.,Jordan Rinaldi,TKO (punches),1.0,4:46,-,286
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Welterweight,Drew Dober,def.,Frank Camacho,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Bobby Green,def.,Erik Koch,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Women's Strawweight,Randa Markos,def.,Juliana Lima,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Women's Flyweight,Katlyn Chookagian,def.,Mara Romero Borella,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Women's Flyweight,Ji Yeon Kim,def.,Justine Kish,"Decision (split) (29–28, 28–29, 30–27)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Lightweight,Vinc Pichel,def.,Joaquim Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Welterweight,Niko Price,def.,George Sullivan,Submission (rear-naked choke),2.0,4:21,-,261
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Cory Sandhagen,def.,Austin Arnett,TKO (punches),2.0,3:48,-,228
2018-01-27,UFC on Fox: Jacaré vs. Brunson 2,Featherweight,Mirsad Bektić,def.,Godofredo Pepey,TKO (body punch),1.0,2:47,-,167
2018-02-03,UFC Fight Night: Machida vs. Anders,Women's Flyweight,Valentina Shevchenko,def.,Priscila Cachoeira,Submission (rear-naked choke),2.0,4:25,-,265
2018-02-03,UFC Fight Night: Machida vs. Anders,Heavyweight,Timothy Johnson,def.,Marcelo Golm,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Middleweight,Lyoto Machida,def.,Eryk Anders,"Decision (split) (48–47, 47–48, 49–46)",5.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Bantamweight,Douglas Silva de Andrade,def.,Marlon Vera,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Catchweight (161 lbs),Michel Prazeres,def.,Desmond Green,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Welterweight,Sérgio Moraes,def.,Tim Means,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Lightweight,Alan Patrick,def.,Damir Hadžović,"Decision (unanimous) (30–25, 30–27, 30–27)",3.0,5:00,-,300
2018-02-03,UFC Fight Night: Machida vs. Anders,Flyweight,Deiveson Figueiredo,def.,Joseph Morales,TKO (punches),2.0,4:34,-,274
2018-02-03,UFC Fight Night: Machida vs. Anders,Women's Strawweight,Polyana Viana,def.,Maia Stevenson,Submission (rear-naked choke),1.0,3:50,-,230
2018-02-03,UFC Fight Night: Machida vs. Anders,Bantamweight,Iuri Alcântara,def.,Joe Soto,TKO (body kick and punches),1.0,1:06,-,66
2018-02-03,UFC Fight Night: Machida vs. Anders,Middleweight,Thiago Santos,def.,Anthony Smith,TKO (body kick and punches),2.0,1:03,-,63
2018-02-11,UFC 221: Romero vs. Rockhold,Catchweight (187.7 lbs),Yoel Romero,def.,Luke Rockhold,KO (punches),3.0,1:48,[a],108
2018-02-11,UFC 221: Romero vs. Rockhold,Heavyweight,Curtis Blaydes,def.,Mark Hunt,"Decision (unanimous) (30–26, 30–26, 29–27)",3.0,5:00,-,300
2018-02-11,UFC 221: Romero vs. Rockhold,Heavyweight,Tai Tuivasa,def.,Cyril Asker,TKO (punches and elbows),1.0,2:18,-,138
2018-02-11,UFC 221: Romero vs. Rockhold,Welterweight,Jake Matthews,def.,Li Jingliang,"Decision (unanimous) (29–28, 30–26, 30–26)",3.0,5:00,-,300
2018-02-11,UFC 221: Romero vs. Rockhold,Light Heavyweight,Tyson Pedro,def.,Saparbek Safarov,Submission (kimura),1.0,3:54,-,234
2018-02-11,UFC 221: Romero vs. Rockhold,Lightweight,Dong Hyun Ma,def.,Damien Brown,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-02-11,UFC 221: Romero vs. Rockhold,Middleweight,Israel Adesanya,def.,Rob Wilkinson,TKO (knees and punches),2.0,3:37,-,217
2018-02-11,UFC 221: Romero vs. Rockhold,Featherweight,Alexander Volkanovski,def.,Jeremy Kennedy,TKO (punches and elbows),2.0,4:57,-,297
2018-02-11,UFC 221: Romero vs. Rockhold,Flyweight,Jussier Formiga,def.,Ben Nguyen,Technical Submission (rear-naked choke),3.0,1:43,-,103
2018-02-11,UFC 221: Romero vs. Rockhold,Lightweight,Ross Pearson,def.,Mizuto Hirota,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-02-11,UFC 221: Romero vs. Rockhold,Bantamweight,José Alberto Quiñónez,def.,Teruto Ishihara,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2018-02-11,UFC 221: Romero vs. Rockhold,Welterweight,Luke Jumeau,def.,Daichi Abe,"Decision (unanimous) (29–28, 29–27, 28–27)",3.0,5:00,-,300
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Donald Cerrone,def.,Yancy Medeiros,TKO (punches),1.0,4:58,-,298
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Heavyweight,Derrick Lewis,def.,Marcin Tybura,TKO (punches),3.0,2:48,-,168
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,James Vick,def.,Francisco Trinaldo,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Curtis Millender,def.,Thiago Alves,KO (knee),2.0,4:17,-,257
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Featherweight,Brandon Davis,def.,Steven Peterson,"Decision (unanimous) (30–27, 29–28, 30–26)",3.0,5:00,-,300
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,Sage Northcutt,def.,Thibault Gouti,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Lightweight,Carlos Diego Ferreira,def.,Jared Gordon,TKO (punches),1.0,1:58,-,118
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Geoff Neal,def.,Brian Camozzi,Submission (bulldog choke),1.0,2:48,-,168
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Flyweight,Roberto Sanchez,def.,Joby Sanchez,Submission (rear-naked choke),1.0,1:50,-,110
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Women's Bantamweight,Lucie Pudilová,def.,Sarah Moras,"Decision (unanimous) (29–28, 29–28, 29–27)",3.0,5:00,-,300
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Welterweight,Alex Morono,def.,Josh Burkman,Submission (guillotine choke),1.0,2:12,-,132
2018-02-18,UFC Fight Night: Cowboy vs. Medeiros,Middleweight,Oskar Piechota,def.,Tim Williams,KO (punches),1.0,1:54,-,114
2018-02-24,UFC on Fox: Emmett vs. Stephens,Featherweight,Jeremy Stephens,def.,Josh Emmett,KO (punches and elbows),2.0,1:35,-,95
2018-02-24,UFC on Fox: Emmett vs. Stephens,Women's Strawweight,Jéssica Andrade,def.,Tecia Torres,"Decision (unanimous) (29–27, 29–28, 29–28)",3.0,5:00,-,300
2018-02-24,UFC on Fox: Emmett vs. Stephens,Light Heavyweight,Ilir Latifi,def.,Ovince Saint Preux,Technical Submission (standing guillotine choke),1.0,3:48,-,228
2018-02-24,UFC on Fox: Emmett vs. Stephens,Welterweight,Max Griffin,def.,Mike Perry,"Decision (unanimous) (29–27, 29–27, 30–27)",3.0,5:00,-,300
2018-02-24,UFC on Fox: Emmett vs. Stephens,Bantamweight,Brian Kelleher,def.,Renan Barão,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-02-24,UFC on Fox: Emmett vs. Stephens,Women's Bantamweight,Marion Reneau,def.,Sara McMann,Submission (triangle choke),2.0,3:40,-,220
2018-02-24,UFC on Fox: Emmett vs. Stephens,Women's Strawweight,Angela Hill,def.,Maryna Moroz,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-02-24,UFC on Fox: Emmett vs. Stephens,Welterweight,Alan Jouban,def.,Ben Saunders,KO (punch),2.0,2:38,-,158
2018-02-24,UFC on Fox: Emmett vs. Stephens,Light Heavyweight,Sam Alvey,def.,Marcin Prachnio,KO (punch),1.0,4:23,-,263
2018-02-24,UFC on Fox: Emmett vs. Stephens,Bantamweight,Rani Yahya,def.,Russell Doane,Submission (arm-triangle choke),3.0,2:32,-,152
2018-02-24,UFC on Fox: Emmett vs. Stephens,Catchweight (126.5 lbs),Alex Perez,def.,Eric Shelton,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-02-24,UFC on Fox: Emmett vs. Stephens,Bantamweight,Manny Bermudez,def.,Albert Morales,Submission (guillotine choke),2.0,2:33,-,153
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Women's Featherweight,Cris Cyborg (c),def.,Yana Kunitskaya,TKO (punches),1.0,3:25,[a],205
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Featherweight,Brian Ortega,def.,Frankie Edgar,KO (punch),1.0,4:44,-,284
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Sean O’Malley,def.,Andre Soukhamthath,"Decision (unanimous) (29–27, 29–27, 29–28)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Heavyweight,Andrei Arlovski,def.,Stefan Struve,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight,Ketlen Vieira,def.,Cat Zingano,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,John Dodson,def.,Pedro Munhoz,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Lightweight,Alexander Hernandez,def.,Beneil Dariush,KO (punch),1.0,0:42,-,42
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Light Heavyweight,Jordan Johnson,def.,Adam Milstead,"Decision (split) (29–28, 27–30, 29–28)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Middleweight,C.B. Dollaway,def.,Hector Lombard,DQ (illegal punches),1.0,5:00,[b],300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Welterweight,Zak Ottow,def.,Mike Pyle,TKO (punches),1.0,2:34,-,154
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Cody Stamann,def.,Bryan Caraway,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-03-03,UFC 222: Cyborg vs. Kunitskaya,Women's Strawweight,Mackenzie Dern,def.,Ashley Yoder,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Heavyweight,Alexander Volkov,def.,Fabrício Werdum,KO (punches),4.0,1:38,-,98
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight,Jan Błachowicz,def.,Jimi Manuwa,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Bantamweight,Tom Duquesnoy,def.,Terrion Ware,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Welterweight,Leon Edwards,def.,Peter Sobotta,TKO (punches),3.0,4:59,-,299
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Welterweight,Danny Roberts,def.,Oliver Enkamp,KO (punch),1.0,2:12,-,132
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Featherweight,Danny Henry,def.,Hakeem Dawodu,Technical Submission (guillotine choke),1.0,0:39,-,39
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight,Paul Craig,def.,Magomed Ankalaev,Submission (triangle choke),3.0,4:59,-,299
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Lightweight,Kajan Johnson,def.,Stevie Ray,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Heavyweight,Dmitriy Sosnovskiy,def.,Mark Godbeer,Submission (rear-naked choke),2.0,4:29,-,269
2018-03-17,UFC Fight Night: Werdum vs. Volkov,Middleweight,Charles Byrd,def.,John Phillips,Submission (rear-naked choke),1.0,3:58,-,238
2018-04-07,UFC 223: Khabib vs. Iaquinta,Lightweight,Khabib Nurmagomedov,def.,Al Iaquinta,"Decision (unanimous) (50–44, 50–43, 50–43)",5.0,5:00,[a],300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Women's Strawweight,Rose Namajunas (c),def.,Joanna Jędrzejczyk,"Decision (unanimous) (49–46, 49–46, 49–46)",5.0,5:00,[b],300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Featherweight,Zabit Magomedsharipov,def.,Kyle Bochniak,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Featherweight,Renato Moicano,def.,Calvin Kattar,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Women's Strawweight,Karolina Kowalkiewicz,def.,Felice Herrig,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Lightweight,Olivier Aubin-Mercier,def.,Evan Dunham,TKO (knees to the body and punches),1.0,0:53,-,53
2018-04-07,UFC 223: Khabib vs. Iaquinta,Women's Flyweight,Ashlee Evans-Smith,def.,Bec Rawlings,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Light Heavyweight,Devin Clark,def.,Mike Rodríguez,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2018-04-07,UFC 223: Khabib vs. Iaquinta,Lightweight,Chris Gruetzemacher,def.,Joe Lauzon,TKO (corner stoppage),2.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Lightweight,Dustin Poirier,def.,Justin Gaethje,TKO (punches),4.0,0:33,[a],33
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Welterweight,Alex Oliveira,def.,Carlos Condit,Submission (guillotine choke),2.0,3:17,-,197
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Middleweight,Israel Adesanya,def.,Marvin Vettori,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Women's Strawweight,Michelle Waterson,def.,Cortney Casey,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Middleweight,Antônio Carlos Júnior,def.,Tim Boetsch,Submission (rear-naked choke),1.0,4:28,-,268
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Welterweight,Muslim Salikhov,def.,Ricky Rainey,KO (punches),2.0,4:12,-,252
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Flyweight,John Moraga,def.,Wilson Reis,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Lightweight,Gilbert Burns,def.,Dan Moret,KO (punches),2.0,0:59,-,59
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Women's Flyweight,Lauren Mueller,def.,Shana Dobson,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Welterweight,Yushin Okami,def.,Dhiego Lima,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Heavyweight,Adam Wieczorek,def.,Arjan Bhullar,Submission (omoplata),2.0,1:59,-,119
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Bantamweight,Alejandro Pérez,def.,Matthew Lopez,TKO (knees and punches),2.0,3:42,-,222
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Bantamweight,Luke Sanders,def.,Patrick Williams,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2018-04-14,UFC on Fox: Poirier vs. Gaethje,Middleweight,Brad Tavares,def.,Krzysztof Jotko,TKO (punches),3.0,2:16,-,136
2018-04-21,UFC Fight Night: Barboza vs. Lee,Catchweight (157 lbs),Kevin Lee,def.,Edson Barboza,TKO (doctor stoppage),5.0,2:18,-,138
2018-04-21,UFC Fight Night: Barboza vs. Lee,Featherweight,Frankie Edgar,def.,Cub Swanson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Middleweight,David Branch,def.,Thiago Santos,KO (punches),1.0,2:30,-,150
2018-04-21,UFC Fight Night: Barboza vs. Lee,Heavyweight,Justin Willis,def.,Chase Sherman,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Bantamweight,Aljamain Sterling,def.,Brett Johns,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Welterweight,Siyar Bahadurzada,def.,Luan Chagas,KO (kick to the body and punch),2.0,2:40,-,160
2018-04-21,UFC Fight Night: Barboza vs. Lee,Welterweight,Ryan LaFlare,def.,Alex Garcia,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Bantamweight,Ricky Simon,def.,Merab Dvalishvili,TKO (technical submission),3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Light Heavyweight,Corey Anderson,def.,Patrick Cummins,"Decision (unanimous) (30–26, 30–26, 30–27)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Welterweight,Tony Martin,def.,Keita Nakamura,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-04-21,UFC Fight Night: Barboza vs. Lee,Lightweight,Dan Hooker,def.,Jim Miller,KO (knee),1.0,3:00,-,180
2018-05-12,UFC 224: Nunes vs. Pennington,Women's Bantamweight,Amanda Nunes (c),def.,Raquel Pennington,TKO (punches),5.0,2:36,[a],156
2018-05-12,UFC 224: Nunes vs. Pennington,Middleweight,Kelvin Gastelum,def.,Ronaldo Souza,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-05-12,UFC 224: Nunes vs. Pennington,Catchweight (123 lbs),Mackenzie Dern,def.,Amanda Cooper,Submission (rear-naked choke),1.0,2:27,-,147
2018-05-12,UFC 224: Nunes vs. Pennington,Bantamweight,John Lineker,def.,Brian Kelleher,KO (punch),3.0,3:43,-,223
2018-05-12,UFC 224: Nunes vs. Pennington,Middleweight,Lyoto Machida,def.,Vitor Belfort,KO (front kick),2.0,1:00,-,60
2018-05-12,UFC 224: Nunes vs. Pennington,Middleweight,Cezar Ferreira,def.,Karl Roberson,Technical Submission (arm-triangle choke),1.0,4:45,-,285
2018-05-12,UFC 224: Nunes vs. Pennington,Lightweight,Davi Ramos,def.,Nick Hein,Submission (rear-naked choke),1.0,4:15,-,255
2018-05-12,UFC 224: Nunes vs. Pennington,Welterweight,Elizeu Zaleski dos Santos,def.,Sean Strickland,KO (spinning wheel kick and punches),1.0,3:40,-,220
2018-05-12,UFC 224: Nunes vs. Pennington,Welterweight,Warlley Alves,def.,Sultan Aliev,TKO (doctor stoppage),2.0,5:00,-,300
2018-05-12,UFC 224: Nunes vs. Pennington,Middleweight,Jack Hermansson,def.,Thales Leites,TKO (punches),3.0,2:10,-,130
2018-05-12,UFC 224: Nunes vs. Pennington,Welterweight,Ramazan Emeev,def.,Alberto Mina,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-05-12,UFC 224: Nunes vs. Pennington,Middleweight,Markus Perez Echeimberg,def.,James Bochnovic,Submission (rear-naked choke),1.0,4:28,-,268
2018-05-12,UFC 224: Nunes vs. Pennington,Heavyweight,Aleksei Oleinik,def.,Júnior Albini,Submission (Ezekiel choke),1.0,1:45,-,105
2018-05-19,UFC Fight Night: Maia vs. Usman,Women's Flyweight,Andrea Lee,def.,Veronica Macedo,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Welterweight,Kamaru Usman,def.,Demian Maia,"Decision (unanimous) (50–45, 49–46, 49–46)",5.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Women's Strawweight,Tatiana Suarez,def.,Alexa Grasso,Submission (rear-naked choke),1.0,2:44,-,164
2018-05-19,UFC Fight Night: Maia vs. Usman,Light Heavyweight,Dominick Reyes,def.,Jared Cannonier,TKO (punches),1.0,2:55,-,175
2018-05-19,UFC Fight Night: Maia vs. Usman,Bantamweight,Guido Cannetti,def.,Diego Rivas,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Welterweight,Vicente Luque,def.,Chad Laprise,KO (punches),1.0,4:16,-,256
2018-05-19,UFC Fight Night: Maia vs. Usman,Welterweight,Michel Prazeres,def.,Zak Cummings,"Decision (split) (29–28, 28–29, 29–28)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Flyweight,Alexandre Pantoja,def.,Brandon Moreno,"Decision (unanimous) (30–26, 30–26, 30–27)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Women's Strawweight,Poliana Botelho,def.,Syuri Kondo,TKO (body kick and punches),1.0,0:33,-,33
2018-05-19,UFC Fight Night: Maia vs. Usman,Featherweight,Gabriel Benítez,def.,Humberto Bandenay,KO (slam and punches),1.0,0:39,-,39
2018-05-19,UFC Fight Night: Maia vs. Usman,Featherweight,Enrique Barzola,def.,Brandon Davis,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Bantamweight,Frankie Saenz,def.,Henry Briones,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2018-05-19,UFC Fight Night: Maia vs. Usman,Lightweight,Claudio Puelles,def.,Felipe Silva,Submission (kneebar),3.0,2:23,-,143
2018-05-27,UFC Fight Night: Thompson vs. Till,Catchweight (174.5 lbs),Darren Till,def.,Stephen Thompson,"Decision (unanimous) (48–47, 49–46, 49–46)",5.0,5:00,-,300
2018-05-27,UFC Fight Night: Thompson vs. Till,Welterweight,Neil Magny,def.,Craig White,TKO (knee and punches),1.0,4:32,-,272
2018-05-27,UFC Fight Night: Thompson vs. Till,Featherweight,Arnold Allen,def.,Mads Burnell,Submission (front choke),3.0,2:41,-,161
2018-05-27,UFC Fight Night: Thompson vs. Till,Featherweight,Makwan Amirkhani,def.,Jason Knight,"Decision (split) (27–30, 29–28, 29–28)",3.0,5:00,-,300
2018-05-27,UFC Fight Night: Thompson vs. Till,Welterweight,Cláudio Silva,def.,Nordine Taleb,Submission (rear-naked choke),1.0,4:31,-,271
2018-05-27,UFC Fight Night: Thompson vs. Till,Middleweight,Darren Stewart,def.,Eric Spicely,TKO (punches),2.0,1:47,-,107
2018-05-27,UFC Fight Night: Thompson vs. Till,Middleweight,Tom Breese,def.,Dan Kelly,TKO (punches),1.0,3:33,-,213
